transaction_id,customer_id,product_id,quantity,total_value,transaction_date
35,630,187,1,1131.07,2025-05-10 20:34:41.080821
36,139,158,1,701.0,2025-06-20 23:12:27.080821
37,759,87,1,881.01,2025-02-23 16:25:04.080821
38,353,150,1,65.91,2025-09-08 22:31:45.080821
39,971,116,2,2923.08,2025-09-26 14:04:57.080821
40,241,247,1,1365.5,2025-03-08 13:54:03.080821
41,470,207,1,1108.68,2025-01-21 05:43:04.080821
42,516,127,2,2057.78,2025-06-25 06:05:23.080821
43,147,212,1,1012.24,2025-11-25 16:17:43.080821
44,160,156,2,703.4,2025-08-23 04:45:32.080821
45,462,264,1,1337.45,2025-02-22 15:58:50.080821
46,809,173,2,1462.32,2025-08-05 06:45:08.080821
47,212,159,1,1426.56,2025-04-21 00:15:33.080821
48,269,71,2,2435.58,2025-04-20 07:52:08.080821
49,695,271,1,720.92,2025-08-06 17:59:57.080821
50,601,16,1,1002.06,2025-11-23 03:25:40.080821
51,445,16,2,2004.12,2025-03-01 10:12:58.080821
52,427,261,2,1351.12,2025-07-25 20:06:30.080821
53,557,291,1,593.87,2025-10-07 18:25:07.080821
54,757,99,2,2023.52,2025-11-03 22:58:32.080821
55,42,219,2,1692.22,2025-11-29 16:37:57.080821
56,668,66,2,2599.68,2025-08-01 18:31:36.080821
57,391,240,1,1413.36,2025-03-22 21:31:59.080821
58,988,93,2,1407.36,2025-08-15 11:24:36.080821
59,348,61,1,1013.4,2025-04-11 21:24:43.080821
60,494,100,1,1399.68,2025-09-29 20:35:46.080821
61,411,1,2,2240.16,2025-10-01 18:17:57.080821
62,698,16,1,1002.06,2025-12-04 18:16:33.080821
63,652,235,1,433.24,2024-12-23 07:29:32.080821
64,656,187,1,1131.07,2025-07-01 17:31:13.080821
65,773,71,1,1217.79,2024-12-16 04:07:54.080821
66,800,88,1,646.26,2025-11-27 09:18:45.080821
67,653,185,1,1135.45,2025-10-18 01:36:44.080821
68,842,94,3,413.07,2025-05-06 15:54:19.080821
69,691,240,2,2826.72,2025-10-17 20:21:16.080821
70,577,109,1,658.7,2025-04-03 06:42:19.080821
71,464,90,1,1014.5,2025-03-19 06:07:58.080821
72,720,49,1,218.74,2025-04-18 12:30:24.080821
73,82,232,1,446.01,2025-10-28 11:03:52.080821
74,70,48,3,4402.92,2025-10-29 07:03:34.080821
75,173,77,1,1391.98,2024-12-31 18:46:29.080821
76,744,236,2,2110.4,2025-07-24 08:44:30.080821
77,969,243,1,249.32,2025-10-03 20:48:40.080821
78,447,81,1,1129.52,2025-02-16 10:48:30.080821
79,431,293,1,436.08,2025-05-11 19:25:20.080821
80,854,131,1,1100.96,2025-07-11 13:55:18.080821
81,337,209,1,503.79,2025-03-23 12:20:19.080821
82,148,79,2,2172.12,2025-09-13 20:50:50.080821
83,151,8,1,1056.26,2025-09-09 01:47:48.080821
84,830,53,1,1492.87,2025-04-29 13:31:04.080821
85,804,172,2,117.42,2025-04-22 01:04:13.080821
86,910,151,1,928.57,2025-05-11 19:51:33.080821
87,229,142,1,934.81,2025-02-08 00:34:42.080821
88,923,274,1,1004.0,2025-01-18 12:39:06.080821
89,914,211,1,1133.2,2025-04-05 21:59:46.080821
90,508,261,1,675.56,2025-09-22 20:50:39.080821
91,231,242,2,277.8,2025-01-26 21:53:34.080821
92,659,121,3,3936.27,2024-12-18 17:09:20.080821
93,862,127,1,1028.89,2025-09-11 12:01:36.080821
94,592,12,1,1216.48,2025-07-31 20:56:48.080821
95,982,128,1,1410.68,2025-11-20 17:04:19.080821
96,73,221,3,3586.83,2025-10-06 21:23:58.080821
97,478,262,1,1058.61,2025-11-02 21:03:06.080821
98,739,83,1,261.43,2025-02-04 16:02:24.080821
99,927,172,1,58.71,2025-08-09 08:26:17.080821
100,698,78,1,651.82,2025-10-25 03:58:01.080821
101,851,162,2,822.02,2025-05-28 05:44:21.080821
102,59,52,1,1044.11,2025-04-04 07:06:26.080821
103,390,197,1,1364.8,2025-01-13 06:39:40.080821
104,143,152,2,1278.46,2025-08-05 18:31:45.080821
105,890,281,1,837.35,2025-11-08 22:23:33.080821
106,475,101,1,418.76,2025-02-08 12:36:57.080821
107,764,175,1,747.7,2025-01-03 08:52:54.080821
108,966,73,1,1454.42,2025-05-16 01:27:46.080821
109,387,78,1,651.82,2025-02-08 11:03:56.080821
110,23,146,1,781.43,2025-04-11 03:05:54.080821
111,857,164,2,1902.64,2025-02-18 21:40:37.080821
112,629,286,1,1488.62,2025-07-31 21:02:06.080821
113,818,37,1,1159.84,2025-11-20 03:11:41.080821
114,65,286,1,1488.62,2025-07-14 04:54:40.080821
115,695,203,2,262.74,2025-02-28 22:37:56.080821
116,45,291,1,593.87,2025-11-11 11:07:55.080821
117,270,218,2,769.58,2025-08-19 05:56:31.080821
118,288,41,1,1267.25,2025-07-07 17:42:43.080821
119,282,221,1,1195.61,2024-12-27 21:01:03.080821
120,14,221,1,1195.61,2025-04-01 23:40:12.080821
121,903,211,2,2266.4,2025-07-26 16:07:24.080821
122,1000,192,2,1718.08,2025-06-14 11:08:39.080821
123,982,85,1,1022.56,2025-11-27 20:54:04.080821
124,673,121,2,2624.18,2025-09-16 07:00:15.080821
125,407,75,1,1301.04,2025-06-12 09:43:53.080821
126,125,27,1,1330.48,2025-07-02 17:34:17.080821
127,420,106,2,189.62,2025-03-18 11:58:28.080821
128,700,262,1,1058.61,2025-07-31 10:51:52.080821
129,93,172,1,58.71,2025-11-15 15:14:58.080821
130,626,212,1,1012.24,2025-11-05 06:48:36.080821
131,85,244,3,465.66,2025-10-12 08:18:16.080821
132,438,268,1,792.88,2025-01-05 19:40:10.080821
133,446,150,3,197.73,2025-04-14 12:06:42.080821
134,930,27,1,1330.48,2025-09-26 14:59:53.080821
135,62,84,1,1281.47,2025-01-16 03:42:18.080821
136,796,231,2,2190.28,2025-03-28 04:52:35.080821
137,721,81,1,1129.52,2025-03-31 16:00:36.080821
138,49,177,1,1013.24,2025-05-28 12:53:57.080821
139,787,131,1,1100.96,2025-10-12 07:37:48.080821
140,304,270,1,963.13,2025-05-01 12:47:41.080821
141,882,18,1,438.62,2025-02-16 03:11:44.080821
142,156,129,2,584.98,2025-04-18 13:52:48.080821
143,9,98,1,474.7,2025-02-05 08:27:56.080821
144,466,188,2,719.22,2025-02-16 08:04:04.080821
145,249,145,2,1427.06,2025-06-12 16:11:23.080821
146,102,162,1,411.01,2025-10-08 19:18:54.080821
147,723,264,2,2674.9,2024-12-19 13:52:15.080821
148,31,45,2,388.9,2025-04-25 09:26:05.080821
149,736,216,1,1323.76,2025-02-13 22:51:13.080821
150,18,265,1,68.02,2025-09-06 11:39:53.080821
151,361,62,1,1093.33,2025-01-13 00:51:59.080821
152,212,6,1,354.05,2025-07-28 20:42:30.080821
153,712,90,1,1014.5,2025-08-31 05:08:29.080821
154,644,233,1,465.48,2025-02-04 23:59:02.080821
155,310,286,2,2977.24,2025-08-25 15:35:35.080821
156,653,57,1,895.01,2025-10-21 09:06:20.080821
157,349,256,1,1040.46,2025-11-14 02:30:44.080821
158,664,202,3,1621.17,2025-05-15 00:12:13.080821
159,560,160,1,1250.94,2025-11-05 08:39:39.080821
160,846,177,2,2026.48,2025-01-12 00:57:58.080821
161,529,273,1,514.81,2025-07-04 23:02:49.080821
162,538,125,1,512.55,2025-11-27 11:27:27.080821
163,309,258,1,982.02,2025-08-19 23:40:35.080821
164,940,100,1,1399.68,2025-01-17 10:28:06.080821
165,620,292,1,1127.05,2025-05-25 05:40:27.080821
166,507,189,1,1138.72,2025-02-24 09:55:06.080821
167,184,223,1,1006.02,2025-02-13 17:32:23.080821
168,177,146,1,781.43,2025-10-27 06:34:35.080821
169,49,196,1,1395.46,2025-10-07 03:29:31.080821
170,399,237,1,180.8,2025-12-10 19:21:59.080821
171,672,79,1,1086.06,2025-06-25 05:16:38.080821
172,451,111,1,1256.85,2025-09-08 18:15:49.080821
173,111,289,2,1281.54,2025-08-01 01:56:00.080821
174,885,172,3,176.13,2025-10-16 23:11:24.080821
175,657,290,2,776.56,2025-01-30 11:41:33.080821
176,558,189,2,2277.44,2025-11-12 07:13:33.080821
177,312,212,1,1012.24,2025-09-19 15:21:20.080821
178,76,14,2,1683.0,2025-07-19 23:58:03.080821
179,62,264,1,1337.45,2025-04-06 22:35:36.080821
180,296,59,2,258.16,2025-06-03 00:02:18.080821
181,767,239,1,301.01,2025-07-03 22:40:21.080821
182,11,64,1,309.9,2025-01-28 18:54:23.080821
183,824,244,1,155.22,2025-07-17 18:54:20.080821
184,315,159,1,1426.56,2025-11-16 16:48:25.080821
185,671,297,1,749.77,2025-06-20 13:05:03.080821
186,48,72,1,104.36,2025-11-28 00:47:40.080821
187,110,74,1,627.43,2025-01-14 10:50:54.080821
188,91,78,2,1303.64,2025-01-23 10:55:16.080821
189,628,244,3,465.66,2025-07-20 11:02:33.080821
190,60,146,1,781.43,2025-06-19 12:15:51.080821
191,345,159,1,1426.56,2025-09-21 09:42:38.080821
192,426,145,3,2140.59,2025-10-08 03:58:25.080821
193,965,173,1,731.16,2025-09-24 19:31:44.080821
194,434,280,1,1147.19,2025-11-19 11:58:38.080821
195,708,100,1,1399.68,2025-07-09 20:24:03.080821
196,78,185,1,1135.45,2025-11-16 22:55:32.080821
197,200,258,1,982.02,2025-01-06 17:59:57.080821
198,990,181,1,229.48,2025-10-14 18:54:10.080821
199,573,181,1,229.48,2025-06-09 11:17:56.080821
200,242,76,2,1174.18,2025-10-03 02:00:04.080821
201,783,58,2,2141.06,2025-03-29 13:09:37.080821
202,857,41,1,1267.25,2025-11-13 01:04:58.080821
203,703,223,2,2012.04,2025-04-04 11:28:01.080821
204,394,135,1,794.28,2025-06-09 03:46:47.080821
205,213,99,1,1011.76,2025-06-17 11:42:35.080821
206,981,238,1,720.01,2025-05-03 04:25:45.080821
207,121,134,2,808.88,2025-04-05 23:09:01.080821
208,635,3,1,898.02,2025-09-25 06:09:47.080821
209,318,236,3,3165.6,2025-10-22 06:55:36.080821
210,720,82,1,888.74,2025-09-22 08:28:58.080821
211,957,73,1,1454.42,2025-10-19 07:28:40.080821
212,993,116,2,2923.08,2025-12-01 17:15:51.080821
213,722,235,1,433.24,2024-12-25 14:05:44.080821
214,636,282,2,2649.68,2025-04-29 18:46:36.080821
215,601,18,1,438.62,2025-06-02 20:18:26.080821
216,728,135,1,794.28,2024-12-14 14:07:54.080821
217,145,274,3,3012.0,2025-02-23 04:08:45.080821
218,198,77,1,1391.98,2025-11-12 22:07:08.080821
219,107,250,1,949.51,2025-01-15 12:41:32.080821
220,584,133,1,596.24,2025-10-31 08:38:35.080821
221,567,76,1,587.09,2025-01-27 02:50:28.080821
222,169,175,3,2243.1,2025-03-31 21:13:25.080821
223,277,262,1,1058.61,2025-07-14 00:02:37.080821
224,372,41,2,2534.5,2025-06-03 13:15:28.080821
225,337,272,1,501.96,2025-06-18 18:52:23.080821
226,407,196,1,1395.46,2025-05-27 04:11:32.080821
227,530,135,3,2382.84,2025-10-12 10:37:12.080821
228,114,292,1,1127.05,2025-01-06 13:11:29.080821
229,896,89,1,798.49,2025-03-02 06:01:18.080821
230,994,217,1,789.44,2025-01-05 10:29:50.080821
231,4,244,1,155.22,2025-04-29 23:39:36.080821
232,635,83,1,261.43,2025-11-14 22:57:53.080821
233,312,100,1,1399.68,2025-08-17 05:37:47.080821
234,222,253,1,1043.38,2025-07-25 22:36:24.080821
235,119,161,1,1348.9,2025-04-29 15:22:32.080821
236,725,34,1,905.96,2025-08-30 11:40:15.080821
237,807,227,1,480.74,2025-06-05 23:10:46.080821
238,860,134,1,404.44,2025-02-05 17:50:22.080821
239,666,4,1,167.73,2025-11-24 05:07:20.080821
240,249,99,1,1011.76,2025-08-18 02:42:43.080821
241,327,111,1,1256.85,2025-11-17 18:45:22.080821
242,129,15,1,878.71,2025-01-03 15:33:20.080821
243,38,195,3,4344.42,2025-07-02 05:20:51.080821
244,969,232,1,446.01,2025-01-08 07:48:24.080821
245,107,262,1,1058.61,2025-03-25 18:30:04.080821
246,628,153,1,1085.97,2025-03-29 12:31:24.080821
247,498,83,1,261.43,2025-04-20 18:03:55.080821
248,276,256,1,1040.46,2025-05-27 11:53:43.080821
249,960,160,2,2501.88,2024-12-15 01:38:10.080821
250,733,200,1,1054.87,2025-07-19 13:55:25.080821
251,490,247,1,1365.5,2025-02-15 21:22:11.080821
252,1,49,3,656.22,2025-09-09 15:54:18.080821
253,945,271,1,720.92,2025-08-25 03:52:10.080821
254,184,121,2,2624.18,2025-11-18 20:25:18.080821
255,628,55,2,788.84,2025-01-16 21:59:01.080821
256,424,100,1,1399.68,2025-01-01 23:24:33.080821
257,376,254,2,155.96,2024-12-21 00:15:57.080821
258,726,272,1,501.96,2025-01-19 18:55:30.080821
259,7,142,3,2804.43,2025-10-01 23:09:24.080821
260,576,45,1,194.45,2025-09-30 22:15:05.080821
261,443,37,1,1159.84,2025-12-10 06:50:01.080821
262,149,66,2,2599.68,2025-07-12 18:04:04.080821
263,22,168,1,1050.11,2025-02-07 22:16:25.080821
264,305,64,1,309.9,2024-12-21 19:21:05.080821
265,278,99,1,1011.76,2025-03-09 06:01:55.080821
266,616,270,1,963.13,2025-08-03 20:42:05.080821
267,549,294,1,1403.35,2025-01-25 23:25:37.080821
268,814,93,2,1407.36,2025-02-03 16:23:08.080821
269,639,207,1,1108.68,2025-07-23 04:58:01.080821
270,869,99,1,1011.76,2025-07-05 02:36:13.080821
271,314,260,2,1809.42,2025-01-20 21:56:10.080821
272,668,202,1,540.39,2025-05-18 19:53:17.080821
273,104,7,1,1219.86,2025-04-03 19:39:12.080821
274,497,216,1,1323.76,2025-03-07 10:18:28.080821
275,897,159,2,2853.12,2025-08-30 06:34:55.080821
276,591,182,2,207.84,2025-02-08 02:50:44.080821
277,662,63,2,1449.66,2025-08-29 14:35:12.080821
278,261,294,1,1403.35,2025-06-07 20:18:36.080821
279,371,250,1,949.51,2025-11-06 12:54:15.080821
280,710,203,3,394.11,2025-04-10 11:16:11.080821
281,272,246,1,1170.27,2025-02-23 16:50:47.080821
282,351,45,1,194.45,2025-03-22 13:50:37.080821
283,549,37,1,1159.84,2025-10-15 13:05:33.080821
284,425,162,1,411.01,2025-11-11 10:16:13.080821
285,700,12,1,1216.48,2025-03-12 06:23:23.080821
286,516,14,1,841.5,2025-08-21 00:25:08.080821
287,426,175,1,747.7,2025-09-26 04:37:29.080821
288,686,180,2,2009.22,2025-07-29 04:04:46.080821
289,774,251,1,260.87,2025-11-06 06:39:26.080821
290,45,205,1,667.28,2025-10-26 19:17:40.080821
291,326,13,1,1460.48,2025-10-28 19:02:13.080821
292,110,261,1,675.56,2025-02-26 23:32:17.080821
293,463,205,1,667.28,2025-01-15 00:35:59.080821
294,284,160,1,1250.94,2025-07-26 06:30:53.080821
295,228,87,2,1762.02,2025-05-15 17:31:39.080821
296,516,129,1,292.49,2025-10-09 09:34:19.080821
297,884,64,2,619.8,2025-06-10 01:59:54.080821
298,591,89,1,798.49,2025-01-17 18:49:42.080821
299,995,87,1,881.01,2025-08-04 23:58:50.080821
300,718,219,1,846.11,2024-12-30 09:35:53.080821
301,889,160,1,1250.94,2025-06-17 17:58:44.080821
302,218,18,3,1315.86,2025-01-20 06:59:54.080821
303,198,4,1,167.73,2025-01-27 05:55:07.080821
304,771,102,1,430.35,2025-10-12 01:59:19.080821
305,807,89,2,1596.98,2025-06-26 00:22:25.080821
306,96,212,1,1012.24,2025-10-05 03:42:32.080821
307,149,287,3,4266.54,2025-01-01 23:54:04.080821
308,707,69,1,236.07,2025-09-30 07:15:34.080821
309,306,274,2,2008.0,2025-03-17 19:14:00.080821
310,580,230,1,348.09,2025-10-17 00:50:38.080821
311,538,200,1,1054.87,2025-08-24 13:01:10.080821
312,736,49,1,218.74,2025-01-11 23:55:47.080821
313,64,85,1,1022.56,2025-02-01 20:01:52.080821
314,252,96,3,3967.59,2025-12-11 10:35:50.080821
315,673,66,1,1299.84,2025-08-27 07:03:06.080821
316,441,87,1,881.01,2025-03-09 08:57:07.080821
317,496,291,3,1781.61,2025-04-16 23:27:54.080821
318,377,229,1,1122.04,2025-07-24 02:36:27.080821
319,392,177,1,1013.24,2025-09-05 05:43:45.080821
320,502,122,2,646.74,2025-03-02 20:46:33.080821
321,872,243,2,498.64,2025-06-19 17:49:36.080821
322,850,140,1,621.53,2025-06-27 22:24:35.080821
323,305,283,3,217.32,2025-06-03 05:17:43.080821
324,466,139,1,775.47,2025-01-07 06:29:48.080821
325,433,192,3,2577.12,2025-11-07 19:42:40.080821
326,143,11,1,1275.82,2025-01-13 19:31:50.080821
327,524,160,2,2501.88,2025-01-29 03:50:30.080821
328,25,133,3,1788.72,2025-11-23 21:36:04.080821
329,154,183,1,341.14,2025-05-05 16:42:06.080821
330,821,84,2,2562.94,2025-11-13 05:28:14.080821
331,237,277,1,996.76,2025-02-25 19:39:51.080821
332,338,199,2,1800.76,2025-01-22 04:44:37.080821
333,349,290,2,776.56,2025-11-15 12:40:34.080821
334,469,31,1,163.64,2025-06-08 18:49:19.080821
335,438,11,1,1275.82,2025-11-11 21:47:51.080821
336,765,164,2,1902.64,2025-02-16 05:11:30.080821
337,937,177,1,1013.24,2025-12-08 10:36:41.080821
338,711,154,1,617.49,2025-05-19 03:52:36.080821
339,91,231,1,1095.14,2025-06-22 06:57:20.080821
340,973,93,1,703.68,2025-05-28 12:10:47.080821
341,658,84,1,1281.47,2025-11-20 02:41:32.080821
342,130,126,1,546.18,2025-01-28 07:02:52.080821
343,880,203,1,131.37,2025-11-19 22:56:33.080821
344,58,243,1,249.32,2025-08-28 20:42:02.080821
345,192,203,3,394.11,2024-12-20 20:43:43.080821
346,87,151,1,928.57,2025-05-18 14:05:24.080821
347,447,148,3,501.84,2025-03-30 19:58:08.080821
348,588,75,1,1301.04,2025-08-16 14:31:03.080821
349,965,290,1,388.28,2025-04-05 12:32:07.080821
350,533,83,2,522.86,2025-02-28 10:20:11.080821
351,719,264,1,1337.45,2025-05-11 11:12:33.080821
352,675,278,1,637.47,2025-08-28 03:10:45.080821
353,547,106,1,94.81,2025-09-06 08:54:04.080821
354,996,256,1,1040.46,2025-11-14 19:47:17.080821
355,107,28,1,419.37,2025-10-23 12:17:53.080821
356,367,235,1,433.24,2025-10-12 21:14:34.080821
357,213,277,2,1993.52,2025-02-27 13:26:03.080821
358,82,45,1,194.45,2025-03-14 06:16:22.080821
359,740,238,1,720.01,2025-03-05 23:27:43.080821
360,150,208,1,713.36,2025-01-02 22:29:09.080821
361,425,186,1,1257.32,2025-06-15 16:10:30.080821
362,914,272,1,501.96,2025-07-27 05:45:28.080821
363,928,203,1,131.37,2025-05-05 23:52:18.080821
364,540,112,1,247.7,2025-04-10 02:58:10.080821
365,59,35,1,1457.49,2025-04-12 18:47:39.080821
366,727,135,1,794.28,2025-08-08 14:35:27.080821
367,558,139,1,775.47,2025-06-18 04:17:43.080821
368,736,123,1,478.63,2025-07-25 00:20:10.080821
369,445,63,1,724.83,2025-05-04 21:25:49.080821
370,790,44,1,910.45,2025-08-26 02:43:52.080821
371,710,21,1,815.19,2025-07-13 13:25:38.080821
372,930,241,2,2477.02,2025-03-24 05:32:31.080821
373,848,196,1,1395.46,2025-02-19 16:37:45.080821
374,282,76,2,1174.18,2025-01-07 06:52:17.080821
375,89,44,1,910.45,2025-08-14 21:02:32.080821
376,733,71,2,2435.58,2025-09-20 11:15:43.080821
377,311,27,1,1330.48,2025-12-11 02:18:38.080821
378,700,72,1,104.36,2025-02-12 17:54:20.080821
379,402,16,1,1002.06,2025-01-22 13:21:49.080821
380,276,157,1,103.82,2025-04-29 23:53:10.080821
381,917,70,1,710.06,2025-08-30 12:53:30.080821
382,494,15,1,878.71,2025-07-22 10:51:58.080821
383,501,203,1,131.37,2025-04-03 23:57:07.080821
384,624,116,1,1461.54,2025-06-07 08:29:52.080821
385,775,169,1,639.86,2025-07-11 09:27:57.080821
386,228,33,2,1813.44,2025-07-02 01:48:16.080821
387,557,98,1,474.7,2025-06-20 16:06:40.080821
388,813,275,1,698.59,2025-06-26 10:29:53.080821
389,259,117,3,3902.91,2025-06-20 15:42:07.080821
390,694,287,1,1422.18,2024-12-25 19:07:47.080821
391,952,110,1,140.61,2025-01-31 07:11:28.080821
392,508,195,2,2896.28,2025-05-31 12:50:39.080821
393,53,244,1,155.22,2025-02-19 08:55:17.080821
394,266,79,1,1086.06,2025-05-07 00:43:42.080821
395,686,123,1,478.63,2025-12-02 12:34:48.080821
396,772,254,1,77.98,2025-12-08 00:36:24.080821
397,208,13,1,1460.48,2025-07-29 05:55:51.080821
398,286,189,1,1138.72,2024-12-13 10:24:41.080821
399,972,116,1,1461.54,2024-12-20 16:50:41.080821
400,333,284,2,2146.76,2025-03-31 12:58:14.080821
401,61,112,1,247.7,2025-09-18 05:41:44.080821
402,498,64,1,309.9,2025-09-07 22:56:13.080821
403,839,236,1,1055.2,2025-02-05 18:00:59.080821
404,408,114,2,677.62,2025-04-11 18:29:29.080821
405,848,75,1,1301.04,2025-02-11 09:15:55.080821
406,317,209,2,1007.58,2025-04-12 22:48:44.080821
407,650,261,1,675.56,2025-11-04 06:12:10.080821
408,814,2,1,235.12,2025-08-02 09:48:49.080821
409,349,18,2,877.24,2025-02-06 01:43:30.080821
410,131,292,1,1127.05,2025-10-13 03:02:38.080821
411,586,27,2,2660.96,2024-12-20 06:32:08.080821
412,792,58,2,2141.06,2025-09-01 04:27:49.080821
413,672,197,1,1364.8,2025-04-13 12:45:15.080821
414,592,64,2,619.8,2025-05-09 23:09:18.080821
415,768,192,2,1718.08,2024-12-12 05:54:41.080821
416,355,250,1,949.51,2025-06-09 16:17:08.080821
417,714,188,1,359.61,2025-09-29 22:41:37.080821
418,51,88,1,646.26,2025-03-16 10:38:38.080821
419,123,178,1,1265.54,2025-09-05 20:39:22.080821
420,311,291,1,593.87,2025-01-15 02:40:48.080821
421,557,101,3,1256.28,2025-09-16 01:59:53.080821
422,991,135,2,1588.56,2025-08-28 03:42:10.080821
423,965,209,2,1007.58,2024-12-21 21:44:34.080821
424,884,63,1,724.83,2025-08-08 09:06:43.080821
425,686,79,1,1086.06,2025-11-01 21:36:46.080821
426,663,120,1,264.02,2025-06-20 16:45:43.080821
427,774,17,1,1287.32,2024-12-19 20:31:42.080821
428,635,217,1,789.44,2025-01-14 20:04:50.080821
429,966,298,1,821.71,2025-04-14 07:27:04.080821
430,468,275,1,698.59,2025-10-28 11:18:04.080821
431,418,222,1,355.75,2025-10-04 19:38:00.080821
432,605,124,1,64.79,2025-02-17 09:08:28.080821
433,595,27,2,2660.96,2025-06-10 03:24:24.080821
434,538,89,1,798.49,2025-06-03 06:55:49.080821
435,657,139,2,1550.94,2025-03-11 00:26:36.080821
436,432,218,3,1154.37,2025-12-03 00:56:59.080821
437,811,88,1,646.26,2025-10-30 14:09:48.080821
438,127,228,1,1090.29,2025-02-18 09:49:27.080821
439,99,280,1,1147.19,2025-08-02 08:52:24.080821
440,171,16,1,1002.06,2025-05-10 14:51:59.080821
441,189,216,1,1323.76,2025-01-02 14:47:21.080821
442,881,76,1,587.09,2025-01-01 19:01:02.080821
443,696,292,1,1127.05,2025-05-19 02:17:29.080821
444,304,100,1,1399.68,2025-07-03 03:17:53.080821
445,474,218,2,769.58,2025-08-10 16:44:59.080821
446,810,84,1,1281.47,2024-12-30 07:04:47.080821
447,316,272,2,1003.92,2025-03-18 17:56:38.080821
448,908,30,1,562.13,2025-06-11 09:16:02.080821
449,785,15,1,878.71,2025-11-11 19:36:43.080821
450,610,80,1,466.16,2025-04-29 12:03:32.080821
451,729,122,1,323.37,2025-06-17 23:26:09.080821
452,447,233,1,465.48,2025-07-03 23:32:14.080821
453,714,202,3,1621.17,2025-06-26 19:52:15.080821
454,852,275,1,698.59,2025-03-17 01:35:35.080821
455,564,279,2,1890.54,2025-12-01 01:38:28.080821
456,959,56,1,60.92,2025-06-18 02:25:59.080821
457,790,135,1,794.28,2025-04-26 10:32:05.080821
458,9,290,1,388.28,2025-07-16 10:24:02.080821
459,975,78,1,651.82,2025-07-20 05:27:41.080821
460,461,153,2,2171.94,2025-03-14 03:23:13.080821
461,794,79,1,1086.06,2025-05-10 19:13:18.080821
462,209,53,1,1492.87,2025-02-01 10:26:31.080821
463,289,35,3,4372.47,2025-05-27 18:17:27.080821
464,111,145,1,713.53,2025-05-16 23:45:44.080821
465,834,45,1,194.45,2025-10-15 23:02:28.080821
466,754,55,1,394.42,2025-03-06 23:41:20.080821
467,422,70,1,710.06,2025-06-08 23:48:23.080821
468,247,83,3,784.29,2025-01-01 20:21:47.080821
469,19,144,1,451.76,2025-10-21 23:21:45.080821
470,992,197,1,1364.8,2025-05-01 06:48:33.080821
471,196,73,1,1454.42,2025-01-09 10:15:32.080821
472,123,242,1,138.9,2025-11-20 06:44:17.080821
473,278,261,1,675.56,2025-07-06 20:45:16.080821
474,511,78,3,1955.46,2025-08-30 13:21:06.080821
475,92,197,2,2729.6,2024-12-26 12:43:31.080821
476,431,249,2,1852.32,2025-10-18 23:28:49.080821
477,310,13,1,1460.48,2024-12-28 12:07:22.080821
478,719,15,2,1757.42,2025-01-14 16:07:09.080821
479,450,210,1,440.02,2025-11-06 20:51:52.080821
480,299,258,1,982.02,2025-06-14 21:27:58.080821
481,387,57,1,895.01,2025-09-27 08:42:21.080821
482,166,41,1,1267.25,2025-10-16 13:06:48.080821
483,87,210,1,440.02,2025-11-23 23:54:29.080821
484,407,45,3,583.35,2025-06-18 21:04:17.080821
485,54,216,2,2647.52,2025-07-26 10:19:34.080821
486,70,154,1,617.49,2025-09-30 12:32:24.080821
487,155,254,2,155.96,2025-09-08 20:53:13.080821
488,536,124,1,64.79,2025-07-02 18:58:24.080821
