product_id,name,category,brand,price,created_at,is_active
27,Eletrônicos Sony Quae,Eletrônicos,Sony,1330.48,2025-11-25 09:02:16,1
28,Eletrônicos Samsung Dolorem,Eletrônicos,Samsung,419.37,2025-01-03 01:49:26,1
29,Calçados Puma Atque,Calçados,Puma,1128.11,2025-01-19 12:16:58,1
30,Eletrônicos Sony Non,Eletrônicos,Sony,562.13,2025-04-08 11:38:05,1
31,Calçados Mizuno Beatae,Calçados,Mizuno,163.64,2025-03-26 16:14:24,1
32,Roupas Nike Perspiciatis,Roupas,Nike,254.68,2025-04-21 15:15:23,1
33,Calçados Mizuno Ut,Calçados,Mizuno,906.72,2025-08-03 04:06:45,1
34,Eletrônicos Sony Unde,Eletrônicos,Sony,905.96,2025-10-13 03:27:04,1
35,Eletrônicos LG Pariatur,Eletrônicos,LG,1457.49,2025-05-26 21:44:53,1
36,Roupas Nike Corrupti,Roupas,Nike,1032.11,2025-02-20 10:16:27,1
37,Casa Brastemp Doloribus,Casa,Brastemp,1159.84,2025-01-31 07:23:37,1
38,Acessórios Rayban Fuga,Acessórios,Rayban,461.45,2025-11-21 15:18:10,1
39,Calçados Mizuno Culpa,Calçados,Mizuno,34.77,2025-01-23 17:13:06,1
40,Acessórios Oakley Molestiae,Acessórios,Oakley,776.29,2025-01-02 03:38:56,1
41,Roupas Puma Libero,Roupas,Puma,1267.25,2025-11-16 01:18:33,1
42,Casa Electrolux Culpa,Casa,Electrolux,322.4,2025-09-11 09:00:01,1
43,Acessórios Oakley A,Acessórios,Oakley,822.89,2025-01-10 12:13:12,1
44,Casa Tramontina Dolores,Casa,Tramontina,910.45,2025-10-06 14:10:07,1
45,Eletrônicos Apple Veniam,Eletrônicos,Apple,194.45,2025-09-22 07:57:19,1
46,Acessórios Apple Vero,Acessórios,Apple,381.99,2024-12-19 13:29:39,1
47,Calçados Nike Aspernatur,Calçados,Nike,155.91,2024-12-20 21:45:51,1
48,Eletrônicos Apple Repudiandae,Eletrônicos,Apple,1467.64,2025-06-23 07:42:16,1
49,Casa Tramontina Iste,Casa,Tramontina,218.74,2025-01-14 16:14:56,1
50,Eletrônicos Samsung Nam,Eletrônicos,Samsung,419.63,2025-03-02 20:35:26,1
51,Casa Brastemp Suscipit,Casa,Brastemp,1447.61,2025-07-26 23:43:03,1
52,Casa Electrolux Blanditiis,Casa,Electrolux,1044.11,2025-06-03 13:22:24,1
53,Acessórios Samsung Repudiandae,Acessórios,Samsung,1492.87,2025-11-22 06:54:42,1
54,Acessórios Samsung Fugit,Acessórios,Samsung,1352.43,2025-10-12 19:57:02,1
55,Eletrônicos Apple Voluptatibus,Eletrônicos,Apple,394.42,2025-06-11 08:56:04,1
56,Roupas Puma Molestiae,Roupas,Puma,60.92,2025-10-22 12:22:24,1
57,Casa Tramontina Quod,Casa,Tramontina,895.01,2025-07-25 05:55:46,1
58,Roupas Nike Consectetur,Roupas,Nike,1070.53,2024-12-17 18:06:36,1
59,Roupas Adidas Nihil,Roupas,Adidas,129.08,2024-12-12 17:42:26,1
60,Roupas Puma Possimus,Roupas,Puma,134.16,2025-01-09 19:34:33,1
61,Calçados Puma Quo,Calçados,Puma,1013.4,2025-11-20 05:57:50,1
62,Calçados Adidas Veritatis,Calçados,Adidas,1093.33,2025-11-08 08:19:31,1
63,Casa Electrolux Eligendi,Casa,Electrolux,724.83,2025-04-03 06:03:05,1
64,Eletrônicos Sony Error,Eletrônicos,Sony,309.9,2025-12-10 13:24:14,1
65,Roupas Reserva Asperiores,Roupas,Reserva,550.82,2025-06-19 17:10:15,1
66,Eletrônicos Sony Numquam,Eletrônicos,Sony,1299.84,2025-07-03 05:39:25,1
67,Roupas Nike Vero,Roupas,Nike,119.1,2025-02-19 17:41:13,1
68,Acessórios Rayban Vel,Acessórios,Rayban,395.52,2025-04-18 03:05:19,1
69,Calçados Mizuno Maxime,Calçados,Mizuno,236.07,2025-08-05 01:04:28,1
70,Calçados Puma Unde,Calçados,Puma,710.06,2025-11-10 19:08:12,1
71,Roupas Reserva Dolore,Roupas,Reserva,1217.79,2025-08-14 02:50:46,1
72,Casa Tramontina Dolorum,Casa,Tramontina,104.36,2025-11-26 03:39:55,1
73,Casa Tramontina Tempore,Casa,Tramontina,1454.42,2025-04-16 16:50:29,1
74,Calçados Adidas Deleniti,Calçados,Adidas,627.43,2025-01-23 10:12:48,1
75,Eletrônicos Samsung Odit,Eletrônicos,Samsung,1301.04,2024-12-28 21:47:18,1
76,Roupas Adidas Eos,Roupas,Adidas,587.09,2025-09-18 02:51:19,1
77,Eletrônicos LG Assumenda,Eletrônicos,LG,1391.98,2025-12-02 18:33:33,1
78,Eletrônicos LG Asperiores,Eletrônicos,LG,651.82,2025-11-23 14:31:11,1
79,Casa Electrolux Quod,Casa,Electrolux,1086.06,2025-12-05 21:17:30,1
80,Calçados Adidas Eaque,Calçados,Adidas,466.16,2025-02-12 05:41:34,1
81,Roupas Nike Sunt,Roupas,Nike,1129.52,2024-12-19 05:30:02,1
82,Roupas Nike Iste,Roupas,Nike,888.74,2025-02-02 06:26:55,1
83,Casa Electrolux Ipsa,Casa,Electrolux,261.43,2025-01-24 15:34:39,1
84,Casa Tramontina Debitis,Casa,Tramontina,1281.47,2025-09-06 02:38:28,1
85,Roupas Nike Iure,Roupas,Nike,1022.56,2025-09-08 02:00:32,1
86,Calçados Mizuno Distinctio,Calçados,Mizuno,206.23,2025-01-22 20:35:45,1
87,Casa Tramontina Nulla,Casa,Tramontina,881.01,2024-12-14 10:00:30,1
88,Roupas Nike Soluta,Roupas,Nike,646.26,2025-04-27 00:24:49,1
89,Casa Electrolux Officiis,Casa,Electrolux,798.49,2025-05-16 21:14:42,1
90,Acessórios Oakley Enim,Acessórios,Oakley,1014.5,2025-12-07 08:48:46,1
91,Acessórios Oakley Quasi,Acessórios,Oakley,420.45,2025-03-09 23:23:04,1
92,Calçados Puma Fuga,Calçados,Puma,702.12,2025-02-20 09:34:45,1
93,Roupas Nike Saepe,Roupas,Nike,703.68,2025-10-31 21:46:09,1
94,Casa Tramontina Sunt,Casa,Tramontina,137.69,2025-03-17 00:04:52,1
95,Calçados Puma Dolor,Calçados,Puma,224.71,2024-12-30 12:32:38,1
96,Acessórios Rayban Perspiciatis,Acessórios,Rayban,1322.53,2025-06-10 11:41:36,1
97,Acessórios Apple Fuga,Acessórios,Apple,261.89,2025-05-24 10:39:35,1
98,Casa Electrolux Architecto,Casa,Electrolux,474.7,2025-11-29 12:11:13,1
99,Casa Tramontina Labore,Casa,Tramontina,1011.76,2025-11-15 23:48:32,1
100,Casa Brastemp Esse,Casa,Brastemp,1399.68,2025-03-13 00:21:45,1
101,Roupas Adidas Asperiores,Roupas,Adidas,418.76,2025-05-04 12:37:57,1
102,Roupas Adidas Eveniet,Roupas,Adidas,430.35,2025-08-21 11:59:46,1
103,Casa Tramontina Libero,Casa,Tramontina,1084.89,2025-05-01 03:01:57,1
104,Calçados Puma Modi,Calçados,Puma,772.95,2025-01-04 20:46:09,1
105,Acessórios Rayban Rem,Acessórios,Rayban,165.68,2025-05-30 12:21:26,1
106,Eletrônicos LG Ipsa,Eletrônicos,LG,94.81,2025-01-30 13:47:54,1
107,Acessórios Oakley Cum,Acessórios,Oakley,966.56,2025-08-30 21:19:01,1
108,Acessórios Oakley Delectus,Acessórios,Oakley,1119.61,2025-01-10 23:18:58,1
109,Casa Electrolux Tempora,Casa,Electrolux,658.7,2025-03-21 12:21:36,1
110,Roupas Nike Et,Roupas,Nike,140.61,2025-05-09 14:23:45,1
111,Calçados Nike Doloremque,Calçados,Nike,1256.85,2024-12-31 03:46:25,1
112,Casa Electrolux Ipsam,Casa,Electrolux,247.7,2025-09-23 13:32:22,1
113,Calçados Nike Possimus,Calçados,Nike,483.14,2025-05-12 20:39:07,1
114,Roupas Puma Consequatur,Roupas,Puma,338.81,2025-01-19 05:20:35,1
115,Calçados Nike Illum,Calçados,Nike,549.91,2025-03-27 03:36:22,1
116,Casa Brastemp Omnis,Casa,Brastemp,1461.54,2025-02-05 16:03:12,1
117,Calçados Adidas Minima,Calçados,Adidas,1300.97,2025-10-15 14:23:32,1
118,Calçados Mizuno Ab,Calçados,Mizuno,66.44,2025-02-25 14:21:59,1
119,Acessórios Samsung Tempora,Acessórios,Samsung,1209.29,2025-07-03 03:11:24,1
120,Calçados Puma Recusandae,Calçados,Puma,264.02,2025-07-14 02:21:44,1
121,Roupas Reserva Occaecati,Roupas,Reserva,1312.09,2025-06-23 06:35:11,1
122,Eletrônicos Samsung Facilis,Eletrônicos,Samsung,323.37,2025-09-21 00:02:51,1
123,Eletrônicos LG Maiores,Eletrônicos,LG,478.63,2025-05-10 17:22:14,1
124,Calçados Adidas Quasi,Calçados,Adidas,64.79,2025-05-02 23:48:51,1
125,Calçados Mizuno Pariatur,Calçados,Mizuno,512.55,2025-05-11 05:28:26,1
126,Roupas Puma Magnam,Roupas,Puma,546.18,2025-09-08 08:28:17,1
127,Casa Brastemp Voluptate,Casa,Brastemp,1028.89,2025-05-19 22:25:23,1
128,Casa Brastemp Quae,Casa,Brastemp,1410.68,2025-01-31 02:19:09,1
129,Roupas Puma Consectetur,Roupas,Puma,292.49,2025-11-07 12:33:51,1
130,Acessórios Rayban Provident,Acessórios,Rayban,189.35,2025-04-19 23:59:47,1
131,Eletrônicos LG Odit,Eletrônicos,LG,1100.96,2025-02-22 12:22:23,1
132,Acessórios Samsung Eius,Acessórios,Samsung,921.13,2025-03-31 13:02:20,1
133,Casa Tramontina Dolor,Casa,Tramontina,596.24,2025-03-02 04:35:27,1
134,Casa Tramontina Ipsa,Casa,Tramontina,404.44,2025-04-25 19:45:19,1
135,Eletrônicos Apple Excepturi,Eletrônicos,Apple,794.28,2025-01-31 20:35:39,1
136,Casa Electrolux Nisi,Casa,Electrolux,1087.56,2025-01-01 14:53:14,1
137,Calçados Puma Excepturi,Calçados,Puma,664.01,2025-03-07 07:13:26,1
138,Acessórios Apple Porro,Acessórios,Apple,1005.18,2025-06-16 18:19:35,1
139,Roupas Puma Eius,Roupas,Puma,775.47,2025-08-30 03:43:25,1
140,Eletrônicos LG Dolore,Eletrônicos,LG,621.53,2025-07-28 22:33:02,1
141,Acessórios Oakley Soluta,Acessórios,Oakley,312.0,2025-03-12 23:37:14,1
142,Eletrônicos Samsung Natus,Eletrônicos,Samsung,934.81,2025-01-13 01:26:32,1
143,Acessórios Samsung Sunt,Acessórios,Samsung,835.47,2025-03-19 02:54:41,1
144,Roupas Puma Repudiandae,Roupas,Puma,451.76,2025-10-14 14:16:28,1
145,Eletrônicos LG Fugiat,Eletrônicos,LG,713.53,2025-09-19 14:33:50,1
146,Eletrônicos Samsung Minima,Eletrônicos,Samsung,781.43,2025-02-22 07:32:26,1
147,Calçados Nike Tempora,Calçados,Nike,447.17,2025-04-02 07:24:42,1
148,Casa Brastemp Debitis,Casa,Brastemp,167.28,2025-03-03 14:18:32,1
149,Calçados Puma Doloribus,Calçados,Puma,360.22,2025-10-16 04:12:51,1
150,Calçados Adidas Fuga,Calçados,Adidas,65.91,2025-05-24 23:24:42,1
151,Calçados Mizuno Ut,Calçados,Mizuno,928.57,2025-04-11 01:00:42,1
152,Roupas Reserva Dolor,Roupas,Reserva,639.23,2025-11-22 02:49:06,1
153,Casa Tramontina Delectus,Casa,Tramontina,1085.97,2025-04-08 08:20:06,1
154,Eletrônicos Sony Saepe,Eletrônicos,Sony,617.49,2025-06-02 21:51:58,1
155,Calçados Nike Placeat,Calçados,Nike,1342.21,2025-01-24 02:18:20,1
156,Roupas Reserva Voluptatem,Roupas,Reserva,351.7,2025-11-20 19:07:06,1
157,Casa Brastemp Inventore,Casa,Brastemp,103.82,2025-12-02 22:56:21,1
158,Calçados Nike Nihil,Calçados,Nike,701.0,2024-12-25 00:29:13,1
159,Eletrônicos LG Officiis,Eletrônicos,LG,1426.56,2025-11-10 16:54:49,1
160,Eletrônicos Sony Eos,Eletrônicos,Sony,1250.94,2025-09-28 11:21:01,1
161,Casa Brastemp Ratione,Casa,Brastemp,1348.9,2025-10-22 00:50:42,1
162,Eletrônicos Sony Ullam,Eletrônicos,Sony,411.01,2025-03-05 19:48:42,1
163,Calçados Puma Harum,Calçados,Puma,1155.75,2025-11-28 15:15:30,1
164,Casa Brastemp Adipisci,Casa,Brastemp,951.32,2025-08-31 18:18:09,1
165,Acessórios Samsung Amet,Acessórios,Samsung,143.9,2025-11-15 12:11:06,1
166,Acessórios Oakley Vitae,Acessórios,Oakley,429.42,2025-03-18 21:53:56,1
167,Acessórios Rayban Dolore,Acessórios,Rayban,233.41,2025-02-23 02:49:33,1
168,Calçados Mizuno Maiores,Calçados,Mizuno,1050.11,2024-12-17 00:29:08,1
169,Calçados Nike Laudantium,Calçados,Nike,639.86,2025-01-25 15:56:57,1
170,Acessórios Samsung Quibusdam,Acessórios,Samsung,641.19,2025-11-08 21:20:38,1
171,Calçados Mizuno Velit,Calçados,Mizuno,602.53,2025-09-12 19:49:29,1
172,Casa Electrolux Pariatur,Casa,Electrolux,58.71,2024-12-13 18:20:32,1
173,Casa Brastemp Nemo,Casa,Brastemp,731.16,2025-11-03 01:06:40,1
174,Acessórios Apple Alias,Acessórios,Apple,1137.61,2025-05-09 02:33:37,1
175,Eletrônicos Samsung Veritatis,Eletrônicos,Samsung,747.7,2025-02-17 17:42:39,1
176,Acessórios Samsung Itaque,Acessórios,Samsung,743.89,2024-12-20 01:35:51,1
177,Eletrônicos LG Voluptate,Eletrônicos,LG,1013.24,2025-03-28 12:35:48,1
178,Eletrônicos Samsung Mollitia,Eletrônicos,Samsung,1265.54,2025-05-27 13:47:34,1
179,Calçados Nike Deserunt,Calçados,Nike,1363.19,2025-08-01 08:42:04,1
180,Casa Electrolux Numquam,Casa,Electrolux,1004.61,2025-01-25 03:25:04,1
181,Roupas Reserva Non,Roupas,Reserva,229.48,2025-06-28 03:09:19,1
182,Eletrônicos Samsung Incidunt,Eletrônicos,Samsung,103.92,2025-01-05 08:41:56,1
183,Eletrônicos LG Saepe,Eletrônicos,LG,341.14,2025-04-28 14:55:46,1
184,Acessórios Apple Ipsa,Acessórios,Apple,1149.01,2025-03-05 05:02:56,1
185,Eletrônicos LG Quas,Eletrônicos,LG,1135.45,2025-08-09 22:58:47,1
186,Eletrônicos LG Facere,Eletrônicos,LG,1257.32,2025-09-21 01:16:07,1
187,Eletrônicos Apple Voluptatem,Eletrônicos,Apple,1131.07,2025-10-11 10:25:16,1
188,Roupas Puma Incidunt,Roupas,Puma,359.61,2025-02-26 17:42:42,1
189,Roupas Nike Sunt,Roupas,Nike,1138.72,2025-02-19 04:23:03,1
190,Calçados Adidas Quaerat,Calçados,Adidas,1263.67,2025-03-13 17:00:59,1
191,Casa Tramontina Culpa,Casa,Tramontina,380.66,2025-02-28 00:19:06,1
192,Eletrônicos Apple Illo,Eletrônicos,Apple,859.04,2025-01-06 09:44:17,1
193,Calçados Mizuno Nam,Calçados,Mizuno,1058.21,2025-05-09 01:01:42,1
194,Acessórios Oakley Nostrum,Acessórios,Oakley,920.66,2025-11-11 22:13:27,1
195,Roupas Adidas Quia,Roupas,Adidas,1448.14,2025-03-22 17:08:00,1
196,Roupas Nike Ex,Roupas,Nike,1395.46,2025-09-13 22:57:22,1
197,Casa Electrolux Repellendus,Casa,Electrolux,1364.8,2025-07-25 06:54:41,1
198,Eletrônicos Sony Unde,Eletrônicos,Sony,1413.96,2025-07-22 12:06:19,1
199,Calçados Nike Doloribus,Calçados,Nike,900.38,2025-04-22 19:56:48,1
200,Calçados Nike Nam,Calçados,Nike,1054.87,2025-02-11 23:04:41,1
201,Acessórios Rayban Autem,Acessórios,Rayban,1200.45,2025-04-16 05:38:48,1
202,Casa Tramontina Sapiente,Casa,Tramontina,540.39,2025-08-02 17:56:15,1
203,Eletrônicos LG Assumenda,Eletrônicos,LG,131.37,2025-06-21 19:49:23,1
204,Acessórios Rayban Tempore,Acessórios,Rayban,1278.88,2025-05-11 04:37:58,1
205,Eletrônicos Apple Qui,Eletrônicos,Apple,667.28,2025-11-01 22:35:01,1
206,Acessórios Samsung Possimus,Acessórios,Samsung,1069.74,2025-01-24 14:52:52,1
207,Eletrônicos Samsung Quia,Eletrônicos,Samsung,1108.68,2025-02-11 12:41:47,1
208,Acessórios Samsung Quod,Acessórios,Samsung,713.36,2025-12-05 17:43:50,1
209,Casa Brastemp Pariatur,Casa,Brastemp,503.79,2025-03-03 07:07:15,1
210,Calçados Nike Illum,Calçados,Nike,440.02,2025-10-02 14:07:42,1
211,Eletrônicos Samsung Expedita,Eletrônicos,Samsung,1133.2,2025-06-15 12:41:03,1
212,Casa Electrolux Itaque,Casa,Electrolux,1012.24,2025-11-01 08:35:30,1
213,Acessórios Rayban Cum,Acessórios,Rayban,756.63,2024-12-21 20:38:29,1
214,Acessórios Oakley Veniam,Acessórios,Oakley,746.7,2025-04-09 00:26:21,1
215,Acessórios Apple Libero,Acessórios,Apple,530.3,2025-04-25 12:38:41,1
216,Casa Electrolux Facere,Casa,Electrolux,1323.76,2025-06-21 11:46:27,1
217,Casa Tramontina Ullam,Casa,Tramontina,789.44,2025-05-27 22:13:11,1
218,Calçados Nike Enim,Calçados,Nike,384.79,2025-06-03 02:33:56,1
219,Eletrônicos Sony Inventore,Eletrônicos,Sony,846.11,2025-12-10 22:44:13,1
220,Calçados Mizuno Natus,Calçados,Mizuno,979.48,2025-06-22 17:32:57,1
221,Eletrônicos Sony Amet,Eletrônicos,Sony,1195.61,2025-08-14 21:40:59,1
222,Roupas Puma Omnis,Roupas,Puma,355.75,2025-10-31 15:08:13,1
223,Calçados Puma Consectetur,Calçados,Puma,1006.02,2025-02-15 08:01:43,1
224,Acessórios Samsung Delectus,Acessórios,Samsung,843.61,2025-03-21 15:30:19,1
225,Acessórios Samsung Autem,Acessórios,Samsung,1495.05,2025-10-01 03:18:26,1
226,Casa Brastemp Voluptatum,Casa,Brastemp,547.16,2025-09-01 11:13:46,1
227,Eletrônicos LG Et,Eletrônicos,LG,480.74,2025-05-23 01:42:20,1
228,Calçados Nike Ea,Calçados,Nike,1090.29,2025-02-05 04:00:10,1
229,Acessórios Rayban Maxime,Acessórios,Rayban,1122.04,2025-11-15 17:18:53,1
230,Calçados Adidas Voluptate,Calçados,Adidas,348.09,2025-06-07 06:40:06,1
231,Eletrônicos LG Recusandae,Eletrônicos,LG,1095.14,2025-06-08 12:42:11,1
232,Casa Electrolux Placeat,Casa,Electrolux,446.01,2025-01-11 12:30:43,1
233,Roupas Adidas Omnis,Roupas,Adidas,465.48,2024-12-26 18:52:22,1
234,Acessórios Oakley Error,Acessórios,Oakley,474.33,2025-09-01 14:09:56,1
235,Casa Tramontina Sed,Casa,Tramontina,433.24,2025-02-06 12:35:35,1
236,Roupas Puma Unde,Roupas,Puma,1055.2,2025-07-30 02:55:29,1
237,Calçados Mizuno Nam,Calçados,Mizuno,180.8,2025-09-07 03:22:25,1
238,Roupas Puma Numquam,Roupas,Puma,720.01,2025-08-04 07:59:13,1
239,Eletrônicos LG Iure,Eletrônicos,LG,301.01,2025-08-18 23:55:43,1
240,Roupas Puma Tempora,Roupas,Puma,1413.36,2025-05-21 06:33:32,1
241,Eletrônicos Apple Vitae,Eletrônicos,Apple,1238.51,2025-04-10 01:37:07,1
242,Eletrônicos Sony Soluta,Eletrônicos,Sony,138.9,2025-06-10 01:17:47,1
243,Roupas Adidas Harum,Roupas,Adidas,249.32,2025-06-01 01:46:32,1
244,Casa Brastemp Adipisci,Casa,Brastemp,155.22,2025-01-06 12:12:53,1
245,Calçados Nike Cumque,Calçados,Nike,850.37,2024-12-27 14:07:59,1
246,Eletrônicos Samsung Architecto,Eletrônicos,Samsung,1170.27,2025-07-15 00:58:31,1
247,Eletrônicos Sony Consequuntur,Eletrônicos,Sony,1365.5,2025-06-08 17:29:58,1
248,Acessórios Samsung In,Acessórios,Samsung,478.91,2025-09-01 01:15:09,1
249,Casa Tramontina Nesciunt,Casa,Tramontina,926.16,2025-10-24 11:31:27,1
250,Roupas Adidas Totam,Roupas,Adidas,949.51,2025-06-23 11:44:05,1
251,Acessórios Rayban Consequuntur,Acessórios,Rayban,260.87,2025-08-14 19:08:17,1
252,Calçados Nike Rem,Calçados,Nike,260.1,2025-11-03 12:17:41,1
253,Eletrônicos Sony Quidem,Eletrônicos,Sony,1043.38,2024-12-24 04:32:28,1
254,Eletrônicos LG Ipsum,Eletrônicos,LG,77.98,2025-03-28 16:02:14,1
255,Acessórios Apple Corporis,Acessórios,Apple,1063.39,2024-12-31 09:18:27,1
256,Eletrônicos Apple Laboriosam,Eletrônicos,Apple,1040.46,2025-09-07 16:05:16,1
257,Acessórios Oakley Dolorum,Acessórios,Oakley,654.95,2024-12-25 01:28:56,1
258,Casa Tramontina Modi,Casa,Tramontina,982.02,2025-08-02 08:46:54,1
259,Acessórios Oakley Fuga,Acessórios,Oakley,134.97,2025-02-19 21:23:23,1
260,Calçados Puma Consequatur,Calçados,Puma,904.71,2025-11-04 20:02:35,1
261,Casa Brastemp Quas,Casa,Brastemp,675.56,2025-04-29 19:21:38,1
262,Eletrônicos LG Commodi,Eletrônicos,LG,1058.61,2025-04-06 13:43:00,1
263,Acessórios Samsung Consectetur,Acessórios,Samsung,673.51,2025-05-22 08:45:22,1
264,Casa Tramontina Dolorem,Casa,Tramontina,1337.45,2025-06-26 05:27:04,1
265,Acessórios Apple Aut,Acessórios,Apple,68.02,2025-09-12 11:07:59,1
266,Calçados Nike Recusandae,Calçados,Nike,1499.37,2025-02-19 08:18:27,1
267,Acessórios Rayban Pariatur,Acessórios,Rayban,1151.77,2025-10-05 07:43:40,1
268,Calçados Mizuno Ipsam,Calçados,Mizuno,792.88,2025-05-09 08:55:29,1
269,Eletrônicos LG Officiis,Eletrônicos,LG,296.79,2025-04-20 15:17:19,1
270,Casa Brastemp Non,Casa,Brastemp,963.13,2025-07-29 17:25:56,1
271,Eletrônicos Apple Dolorem,Eletrônicos,Apple,720.92,2025-06-12 06:17:18,1
272,Eletrônicos LG Nulla,Eletrônicos,LG,501.96,2024-12-12 05:23:41,1
273,Roupas Adidas Voluptate,Roupas,Adidas,514.81,2025-03-20 10:36:50,1
274,Eletrônicos LG Laborum,Eletrônicos,LG,1004.0,2025-08-10 05:45:29,1
275,Eletrônicos Apple Harum,Eletrônicos,Apple,698.59,2025-04-21 16:11:56,1
276,Acessórios Apple Occaecati,Acessórios,Apple,505.21,2025-03-26 19:37:53,1
277,Eletrônicos Apple Ad,Eletrônicos,Apple,996.76,2024-12-21 04:50:01,1
278,Casa Brastemp Esse,Casa,Brastemp,637.47,2025-11-07 19:42:07,1
279,Calçados Puma Voluptatem,Calçados,Puma,945.27,2025-10-09 06:21:18,1
280,Eletrônicos Sony Excepturi,Eletrônicos,Sony,1147.19,2025-02-06 05:47:26,1
281,Calçados Puma Dolorum,Calçados,Puma,837.35,2025-05-07 08:01:06,1
282,Acessórios Samsung Rerum,Acessórios,Samsung,1324.84,2025-07-01 13:09:28,1
283,Eletrônicos Apple Earum,Eletrônicos,Apple,72.44,2025-09-17 23:47:24,1
284,Casa Tramontina Incidunt,Casa,Tramontina,1073.38,2025-10-19 21:58:46,1
285,Acessórios Rayban Doloremque,Acessórios,Rayban,841.81,2025-08-09 16:59:52,1
286,Roupas Adidas Officiis,Roupas,Adidas,1488.62,2025-09-26 21:05:59,1
287,Roupas Reserva Itaque,Roupas,Reserva,1422.18,2025-01-08 21:27:10,1
288,Calçados Mizuno Eum,Calçados,Mizuno,1401.0,2025-05-25 02:41:14,1
289,Acessórios Apple Animi,Acessórios,Apple,640.77,2025-08-24 05:37:17,1
290,Eletrônicos Sony Commodi,Eletrônicos,Sony,388.28,2025-05-01 17:22:58,1
291,Casa Tramontina Quisquam,Casa,Tramontina,593.87,2025-04-22 15:23:03,1
292,Casa Electrolux Facere,Casa,Electrolux,1127.05,2025-02-27 15:33:55,1
293,Calçados Nike Eos,Calçados,Nike,436.08,2025-06-21 15:27:02,1
294,Eletrônicos LG Ratione,Eletrônicos,LG,1403.35,2025-09-01 16:49:37,1
295,Casa Brastemp Sint,Casa,Brastemp,1236.21,2025-05-25 22:40:01,1
296,Acessórios Apple Quis,Acessórios,Apple,1261.09,2025-10-10 12:31:18,1
297,Casa Electrolux Similique,Casa,Electrolux,749.77,2025-04-02 12:17:14,1
298,Calçados Mizuno Dolorem,Calçados,Mizuno,821.71,2025-03-21 11:18:38,1
299,Acessórios Apple Fugit,Acessórios,Apple,841.32,2025-08-12 01:18:51,1
300,Casa Brastemp Rerum,Casa,Brastemp,699.36,2024-12-14 04:20:32,1
