transaction_id,customer_id,product_id,quantity,total_value,transaction_date
72,478,255,1,1028.98,2025-12-11 13:01:28.694093
73,670,150,1,1392.14,2025-06-11 20:35:37.694093
74,670,8,1,1119.19,2025-06-11 20:35:37.694093
75,879,279,1,88.66,2025-08-06 01:14:02.694093
76,879,59,1,1481.17,2025-08-06 01:14:02.694093
77,576,284,1,583.2,2025-09-01 14:24:09.694093
78,576,52,1,1281.28,2025-09-01 14:24:09.694093
79,576,99,1,756.33,2025-09-01 14:24:09.694093
80,576,287,1,767.7,2025-09-01 14:24:09.694093
81,344,265,1,828.9,2025-10-06 19:38:01.694093
82,967,299,2,2642.82,2025-07-31 00:15:19.694093
83,967,35,1,1296.39,2025-07-31 00:15:19.694093
84,523,69,1,1142.57,2025-08-08 03:18:02.694093
85,753,287,3,2303.1,2024-12-31 04:04:27.694093
86,8,172,1,798.41,2025-04-27 12:59:09.694093
87,945,37,3,4057.62,2025-11-05 18:33:00.694093
88,286,48,1,1421.98,2025-05-27 01:32:32.694093
89,286,22,1,1289.95,2025-05-27 01:32:32.694093
90,286,142,1,197.61,2025-05-27 01:32:32.694093
91,664,7,3,918.81,2025-04-22 20:59:10.694093
92,664,51,1,413.02,2025-04-22 20:59:10.694093
93,236,128,1,516.42,2025-01-24 06:43:01.694093
94,236,67,1,36.86,2025-01-24 06:43:01.694093
95,348,81,1,1318.52,2025-05-25 23:23:53.694093
96,991,120,2,1985.62,2025-10-05 20:19:23.694093
97,991,147,1,207.5,2025-10-05 20:19:23.694093
98,400,173,3,730.89,2025-08-28 17:47:45.694093
99,607,25,1,1369.93,2025-04-18 20:11:22.694093
100,607,210,2,1491.2,2025-04-18 20:11:22.694093
101,878,82,1,903.07,2025-10-28 23:29:20.694093
102,878,80,1,211.05,2025-10-28 23:29:20.694093
103,882,86,3,2182.08,2025-02-15 13:23:02.694093
104,748,189,3,1753.44,2025-11-21 04:27:49.694093
105,291,79,1,340.45,2025-09-19 12:03:54.694093
106,606,82,1,903.07,2025-06-25 09:07:27.694093
107,606,24,3,3903.03,2025-06-25 09:07:27.694093
108,595,76,2,2988.64,2025-10-06 20:31:44.694093
109,876,210,1,745.6,2025-03-20 05:08:10.694093
110,315,14,1,700.98,2025-07-07 18:36:45.694093
111,315,239,1,636.6,2025-07-07 18:36:45.694093
112,315,286,1,1195.21,2025-07-07 18:36:45.694093
113,344,94,3,3192.15,2025-08-30 23:10:14.694093
114,344,187,2,1379.52,2025-08-30 23:10:14.694093
115,961,214,2,2030.78,2025-08-07 14:54:31.694093
116,667,11,1,229.41,2025-05-26 10:49:58.694093
117,667,124,1,1263.38,2025-05-26 10:49:58.694093
118,903,85,2,1177.94,2025-10-09 14:11:40.694093
119,903,286,1,1195.21,2025-10-09 14:11:40.694093
120,323,241,1,315.66,2025-03-22 06:29:56.694093
121,846,210,1,745.6,2025-04-16 20:20:06.694093
122,836,167,1,1039.32,2025-10-25 23:01:05.694093
123,836,142,1,197.61,2025-10-25 23:01:05.694093
124,41,181,2,2783.86,2025-04-03 01:47:06.694093
125,955,24,1,1301.01,2025-06-21 01:06:41.694093
126,811,247,2,2033.6,2025-08-03 17:04:33.694093
127,21,58,1,1488.75,2025-10-06 18:50:53.694093
128,380,24,1,1301.01,2025-05-03 19:06:42.694093
129,380,20,1,449.05,2025-05-03 19:06:42.694093
130,455,181,1,1391.93,2025-03-26 15:50:11.694093
131,953,185,1,1369.88,2025-03-03 03:44:50.694093
132,397,249,3,1491.45,2025-03-17 01:52:24.694093
133,519,171,1,1319.89,2025-02-23 09:29:15.694093
134,956,146,1,403.81,2025-09-15 22:01:18.694093
135,956,45,1,1272.77,2025-09-15 22:01:18.694093
136,198,294,2,126.0,2025-07-07 14:07:47.694093
137,198,210,1,745.6,2025-07-07 14:07:47.694093
138,481,73,1,275.52,2025-08-17 09:27:32.694093
139,744,270,1,564.88,2025-08-03 22:42:39.694093
140,744,169,1,1148.34,2025-08-03 22:42:39.694093
141,744,72,1,219.53,2025-08-03 22:42:39.694093
142,441,292,1,737.83,2025-02-16 23:18:33.694093
143,441,153,1,1446.87,2025-02-16 23:18:33.694093
144,441,285,1,548.76,2025-02-16 23:18:33.694093
145,175,98,1,1363.11,2025-10-08 07:29:38.694093
146,796,224,1,972.89,2025-05-10 23:27:19.694093
147,796,7,1,306.27,2025-05-10 23:27:19.694093
148,288,29,2,800.88,2025-08-01 13:22:52.694093
149,276,153,1,1446.87,2025-10-26 20:57:30.694093
150,599,291,1,639.48,2025-11-04 15:48:00.694093
151,792,187,3,2069.28,2025-11-08 22:48:37.694093
152,792,268,1,1290.03,2025-11-08 22:48:37.694093
153,792,105,1,1115.65,2025-11-08 22:48:37.694093
154,968,92,1,322.01,2025-01-25 16:25:28.694093
155,134,140,1,1271.15,2025-04-11 21:56:23.694093
156,134,117,1,1297.99,2025-04-11 21:56:23.694093
157,59,146,2,807.62,2025-10-22 09:59:49.694093
158,303,95,1,87.93,2025-05-04 02:43:28.694093
159,847,228,1,1186.73,2025-10-13 05:29:35.694093
160,845,36,2,613.78,2025-07-15 16:37:05.694093
161,471,248,2,898.3,2024-12-27 15:04:44.694093
162,471,192,2,1031.86,2024-12-27 15:04:44.694093
163,572,76,1,1494.32,2025-12-09 13:26:29.694093
164,572,128,1,516.42,2025-12-09 13:26:29.694093
165,343,199,2,1656.66,2025-02-02 12:50:56.694093
166,196,277,1,92.93,2025-09-22 12:29:10.694093
167,764,220,1,875.19,2025-07-08 05:36:14.694093
168,764,263,1,625.55,2025-07-08 05:36:14.694093
169,26,138,1,334.07,2025-01-29 10:22:05.694093
170,561,159,1,645.44,2025-05-23 18:52:37.694093
171,744,129,1,775.19,2025-05-11 02:39:40.694093
172,744,163,1,915.71,2025-05-11 02:39:40.694093
173,744,138,2,668.14,2025-05-11 02:39:40.694093
174,590,135,1,848.98,2025-03-13 11:33:59.694093
175,297,260,2,833.9,2025-11-20 23:31:06.694093
176,856,62,3,2888.13,2025-08-17 03:32:10.694093
177,856,233,1,1441.4,2025-08-17 03:32:10.694093
178,940,228,1,1186.73,2025-07-31 15:26:44.694093
179,581,20,1,449.05,2025-09-18 16:58:19.694093
180,581,263,1,625.55,2025-09-18 16:58:19.694093
181,220,36,1,306.89,2025-08-07 09:30:07.694093
182,594,180,1,379.27,2025-09-11 09:49:13.694093
183,468,35,2,2592.78,2025-09-15 21:48:02.694093
184,42,91,2,891.16,2025-08-20 06:10:30.694093
185,418,281,2,2499.16,2025-01-31 02:36:50.694093
186,367,152,1,997.93,2025-06-22 01:32:03.694093
187,367,29,2,800.88,2025-06-22 01:32:03.694093
188,367,183,1,49.06,2025-06-22 01:32:03.694093
189,871,183,3,147.18,2025-06-10 20:58:01.694093
190,547,133,1,494.61,2025-09-15 10:49:45.694093
191,27,186,1,1170.94,2025-08-25 03:53:45.694093
192,629,273,1,685.94,2024-12-21 02:11:53.694093
193,468,22,1,1289.95,2025-10-17 18:56:40.694093
194,438,74,3,4272.72,2025-09-23 00:07:49.694093
195,769,17,1,385.65,2025-07-15 06:56:07.694093
196,769,211,1,500.86,2025-07-15 06:56:07.694093
197,180,43,1,1098.03,2025-11-12 00:42:56.694093
198,1000,142,1,197.61,2025-04-07 20:06:04.694093
199,1000,97,1,374.72,2025-04-07 20:06:04.694093
200,120,97,1,374.72,2025-11-01 19:14:54.694093
201,737,32,1,855.34,2025-05-11 10:08:09.694093
202,92,40,1,1363.16,2025-07-15 17:22:16.694093
203,92,127,3,3403.8,2025-07-15 17:22:16.694093
204,92,93,2,2504.6,2025-07-15 17:22:16.694093
205,277,185,2,2739.76,2025-05-13 14:32:39.694093
206,923,212,1,276.07,2025-10-29 03:00:40.694093
207,923,66,1,660.67,2025-10-29 03:00:40.694093
208,923,142,1,197.61,2025-10-29 03:00:40.694093
209,568,213,2,81.56,2025-03-03 12:20:00.694093
210,568,195,3,1418.1,2025-03-03 12:20:00.694093
211,686,150,3,4176.42,2025-05-09 20:19:38.694093
212,878,210,2,1491.2,2025-07-28 10:49:30.694093
213,861,174,1,422.46,2025-01-31 16:00:45.694093
214,861,229,3,1331.49,2025-01-31 16:00:45.694093
215,939,204,1,42.94,2025-07-19 21:52:13.694093
216,276,199,1,828.33,2025-06-25 03:24:31.694093
217,276,280,1,1064.49,2025-06-25 03:24:31.694093
218,618,150,1,1392.14,2025-01-26 15:50:43.694093
219,41,137,2,955.52,2025-05-02 00:48:50.694093
220,812,255,1,1028.98,2025-09-21 03:38:38.694093
221,944,183,2,98.12,2025-03-24 19:37:53.694093
222,944,173,2,487.26,2025-03-24 19:37:53.694093
223,944,63,1,432.09,2025-03-24 19:37:53.694093
224,444,6,1,426.05,2025-12-16 19:35:26.694093
225,444,200,1,543.62,2025-12-16 19:35:26.694093
226,521,272,2,547.58,2025-04-21 11:44:47.694093
227,610,246,2,2857.52,2025-08-08 13:56:50.694093
228,594,216,1,980.44,2025-11-21 18:06:56.694093
229,480,295,1,873.03,2025-07-03 21:53:23.694093
230,480,141,1,1083.49,2025-07-03 21:53:23.694093
231,637,171,2,2639.78,2025-09-24 05:29:33.694093
232,637,181,1,1391.93,2025-09-24 05:29:33.694093
233,637,192,1,515.93,2025-09-24 05:29:33.694093
234,637,171,1,1319.89,2025-11-22 18:27:20.694093
235,786,201,1,516.67,2025-04-16 09:34:11.694093
236,786,95,1,87.93,2025-04-16 09:34:11.694093
237,786,132,2,318.78,2025-04-16 09:34:11.694093
238,425,96,2,2083.32,2025-02-16 00:56:14.694093
239,740,69,1,1142.57,2024-12-20 12:03:19.694093
240,740,66,1,660.67,2024-12-20 12:03:19.694093
241,740,163,1,915.71,2024-12-20 12:03:19.694093
242,249,170,1,886.73,2025-06-24 13:47:03.694093
243,139,270,2,1129.76,2025-03-07 04:43:40.694093
244,948,121,1,1467.51,2025-12-03 09:03:02.694093
245,638,178,1,1226.62,2025-11-01 12:42:46.694093
246,20,244,1,1017.38,2025-06-17 09:59:40.694093
247,20,55,3,4012.38,2025-06-17 09:59:40.694093
248,299,78,1,58.11,2025-02-19 04:17:17.694093
249,535,234,1,1025.61,2025-05-28 06:51:19.694093
250,535,102,2,836.52,2025-05-28 06:51:19.694093
251,535,136,1,1193.92,2025-05-28 06:51:19.694093
252,360,30,1,1025.48,2025-12-04 00:16:49.694093
253,369,267,1,606.97,2025-02-22 19:39:14.694093
254,369,29,1,400.44,2025-02-22 19:39:14.694093
255,369,15,1,432.75,2025-02-22 19:39:14.694093
256,805,192,3,1547.79,2025-03-24 07:09:33.694093
257,805,198,1,1185.8,2025-03-24 07:09:33.694093
258,289,187,1,689.76,2025-06-12 22:18:40.694093
259,289,59,1,1481.17,2025-06-12 22:18:40.694093
260,501,47,3,3357.45,2025-01-21 05:51:52.694093
261,501,300,2,696.78,2025-01-21 05:51:52.694093
262,501,202,2,2853.9,2025-01-21 05:51:52.694093
263,404,32,1,855.34,2024-12-17 09:45:22.694093
264,404,174,2,844.92,2024-12-17 09:45:22.694093
265,404,202,3,4280.85,2024-12-17 09:45:22.694093
266,404,260,2,833.9,2024-12-17 09:45:22.694093
267,404,300,1,348.39,2024-12-17 09:45:22.694093
268,544,6,1,426.05,2025-11-19 06:08:57.694093
269,182,186,1,1170.94,2025-03-24 05:36:25.694093
270,182,190,2,1696.4,2025-03-24 05:36:25.694093
271,182,27,1,1077.73,2025-03-24 05:36:25.694093
272,776,50,1,648.09,2025-03-05 08:50:47.694093
273,776,257,1,745.85,2025-03-05 08:50:47.694093
274,776,286,2,2390.42,2025-03-05 08:50:47.694093
275,933,105,2,2231.3,2025-01-07 15:15:04.694093
276,559,71,1,362.61,2025-01-01 17:53:01.694093
277,113,203,2,1456.08,2025-08-21 17:30:10.694093
278,113,33,2,891.08,2025-08-21 17:30:10.694093
279,113,37,1,1352.54,2025-08-21 17:30:10.694093
280,951,63,1,432.09,2025-11-01 08:01:06.694093
281,951,82,3,2709.21,2025-11-01 08:01:06.694093
282,158,108,1,1321.36,2025-10-22 13:06:24.694093
283,158,267,1,606.97,2025-10-22 13:06:24.694093
284,391,298,1,789.46,2025-11-17 04:25:04.694093
285,391,148,1,701.86,2025-11-17 04:25:04.694093
286,518,160,2,2301.38,2025-11-08 12:44:11.694093
287,518,243,2,1955.34,2025-11-08 12:44:11.694093
288,518,69,1,1142.57,2025-11-08 12:44:11.694093
289,518,257,1,745.85,2025-11-08 12:44:11.694093
290,134,39,1,993.44,2025-09-12 12:00:23.694093
291,338,150,2,2784.28,2025-01-21 21:35:28.694093
292,253,112,1,983.8,2025-04-06 05:26:24.694093
293,253,35,1,1296.39,2025-04-06 05:26:24.694093
294,669,271,1,1276.53,2025-09-15 00:33:21.694093
295,902,104,1,559.52,2025-03-25 05:41:04.694093
296,948,232,2,2255.46,2025-10-04 09:17:37.694093
297,948,162,2,2426.1,2025-10-04 09:17:37.694093
298,948,33,2,891.08,2025-10-04 09:17:37.694093
299,99,258,1,978.96,2025-06-18 03:13:40.694093
300,99,253,2,980.86,2025-06-18 03:13:40.694093
301,999,200,1,543.62,2025-03-19 06:33:00.694093
302,215,113,1,224.79,2025-08-31 22:48:53.694093
303,31,273,3,2057.82,2025-09-16 08:22:07.694093
304,31,141,2,2166.98,2025-09-16 08:22:07.694093
305,399,33,1,445.54,2025-09-23 22:20:48.694093
306,436,244,2,2034.76,2025-07-16 09:34:55.694093
307,436,239,1,636.6,2025-07-16 09:34:55.694093
308,462,220,3,2625.57,2025-10-23 19:17:26.694093
309,462,198,2,2371.6,2025-10-23 19:17:26.694093
310,959,210,2,1491.2,2025-09-23 19:46:38.694093
311,959,152,1,997.93,2025-09-23 19:46:38.694093
312,965,78,1,58.11,2025-08-03 00:59:02.694093
313,965,256,2,1420.78,2025-08-03 00:59:02.694093
314,479,247,2,2033.6,2025-10-17 11:07:11.694093
315,479,117,1,1297.99,2025-10-17 11:07:11.694093
316,87,229,2,887.66,2024-12-19 21:27:40.694093
317,886,239,2,1273.2,2025-04-04 21:59:30.694093
318,886,181,1,1391.93,2025-04-04 21:59:30.694093
319,886,240,1,266.6,2025-04-04 21:59:30.694093
320,886,266,2,1982.48,2025-04-04 21:59:30.694093
321,546,105,2,2231.3,2025-09-27 07:18:13.694093
322,546,149,1,188.42,2025-09-27 07:18:13.694093
323,546,223,1,1019.75,2025-09-27 07:18:13.694093
324,518,11,1,229.41,2025-01-05 03:17:16.694093
325,518,265,3,2486.7,2025-01-05 03:17:16.694093
326,518,38,1,1000.98,2025-01-05 03:17:16.694093
327,518,12,2,145.1,2025-01-05 03:17:16.694093
328,979,287,1,767.7,2025-02-02 07:17:49.694093
329,44,83,1,990.74,2025-10-03 18:26:34.694093
330,953,77,3,3398.01,2025-06-01 04:05:41.694093
331,953,218,1,158.66,2025-06-01 04:05:41.694093
332,953,35,3,3889.17,2025-06-01 04:05:41.694093
333,730,65,2,1866.58,2025-01-05 07:30:29.694093
334,491,229,1,443.83,2025-01-25 12:33:44.694093
335,491,142,1,197.61,2025-01-25 12:33:44.694093
336,491,7,3,918.81,2025-01-25 12:33:44.694093
337,970,240,1,266.6,2025-07-17 14:54:54.694093
338,970,273,1,685.94,2025-07-17 14:54:54.694093
339,46,168,1,770.72,2024-12-22 09:36:19.694093
340,46,35,1,1296.39,2024-12-22 09:36:19.694093
341,46,15,1,432.75,2024-12-22 09:36:19.694093
342,127,45,2,2545.54,2025-06-02 04:49:05.694093
343,74,119,1,677.81,2025-04-08 16:06:14.694093
344,74,57,1,637.27,2025-04-08 16:06:14.694093
345,180,70,1,56.34,2025-08-02 08:11:40.694093
346,827,200,1,543.62,2025-08-31 13:48:22.694093
347,827,239,1,636.6,2025-08-31 13:48:22.694093
348,306,147,2,415.0,2025-03-01 15:20:21.694093
349,804,264,1,1362.27,2025-01-28 03:51:06.694093
350,763,3,1,442.11,2025-01-11 06:29:02.694093
351,620,103,2,2450.74,2025-04-29 13:37:26.694093
352,620,218,3,475.98,2025-04-29 13:37:26.694093
353,142,115,1,1209.33,2025-02-24 04:02:10.694093
354,316,90,1,1251.06,2025-03-28 04:17:19.694093
355,316,143,1,531.79,2025-03-28 04:17:19.694093
356,260,186,2,2341.88,2025-09-30 08:57:14.694093
357,7,66,1,660.67,2025-09-10 19:29:30.694093
358,7,28,2,2692.72,2025-09-10 19:29:30.694093
359,136,190,2,1696.4,2025-05-31 07:29:54.694093
360,804,299,1,1321.41,2025-02-12 01:35:04.694093
361,804,292,1,737.83,2025-02-12 01:35:04.694093
362,804,286,1,1195.21,2025-02-12 01:35:04.694093
363,804,78,1,58.11,2025-02-12 01:35:04.694093
364,163,21,1,269.47,2025-06-14 08:57:44.694093
365,57,124,3,3790.14,2025-10-31 15:50:07.694093
366,672,94,1,1064.05,2025-01-07 19:01:38.694093
367,672,39,1,993.44,2025-01-07 19:01:38.694093
368,452,107,3,1539.39,2025-01-28 14:37:03.694093
369,452,20,1,449.05,2025-01-28 14:37:03.694093
370,582,104,1,559.52,2025-05-12 11:01:35.694093
371,582,100,2,2187.28,2025-05-12 11:01:35.694093
372,273,97,1,374.72,2025-05-22 02:54:45.694093
373,273,239,3,1909.8,2025-05-22 02:54:45.694093
374,848,260,2,833.9,2025-09-17 18:14:25.694093
375,848,29,1,400.44,2025-09-17 18:14:25.694093
376,156,17,3,1156.95,2025-09-23 04:06:46.694093
377,156,64,1,749.68,2025-09-23 04:06:46.694093
378,852,13,3,3781.08,2025-12-06 11:11:45.694093
379,915,300,1,348.39,2025-10-11 05:42:23.694093
380,915,186,1,1170.94,2025-10-11 05:42:23.694093
381,915,168,1,770.72,2025-10-11 05:42:23.694093
382,405,217,2,129.84,2025-01-15 20:52:01.694093
383,206,46,1,461.86,2025-12-08 09:01:32.694093
384,206,56,1,1305.22,2025-12-08 09:01:32.694093
385,483,177,3,3413.34,2025-01-20 00:40:35.694093
386,720,112,3,2951.4,2025-11-20 23:38:29.694093
387,720,141,1,1083.49,2025-11-20 23:38:29.694093
388,762,1,1,1348.64,2025-04-14 00:23:14.694093
389,762,171,2,2639.78,2025-04-14 00:23:14.694093
390,762,233,1,1441.4,2025-04-14 00:23:14.694093
391,693,215,1,1258.43,2025-01-30 17:18:49.694093
392,693,52,2,2562.56,2025-01-30 17:18:49.694093
393,353,128,1,516.42,2025-09-29 11:18:31.694093
394,129,60,1,495.08,2025-04-22 05:48:06.694093
395,322,156,1,1103.83,2025-06-05 04:21:51.694093
396,322,295,2,1746.06,2025-06-05 04:21:51.694093
397,979,236,2,422.32,2025-06-11 23:20:20.694093
398,979,201,1,516.67,2025-06-11 23:20:20.694093
399,979,281,1,1249.58,2025-06-11 23:20:20.694093
400,387,299,1,1321.41,2025-05-06 12:47:02.694093
401,387,122,2,1332.58,2025-05-06 12:47:02.694093
402,445,175,1,1034.58,2025-01-01 06:43:52.694093
403,994,236,1,211.16,2025-04-10 16:02:59.694093
404,994,79,1,340.45,2025-04-10 16:02:59.694093
405,994,266,2,1982.48,2025-04-10 16:02:59.694093
406,250,157,1,599.49,2025-09-09 08:49:29.694093
407,840,188,1,1444.84,2025-07-17 19:16:39.694093
408,324,274,1,1111.8,2025-07-22 21:53:59.694093
409,306,88,1,648.68,2025-08-03 06:16:06.694093
410,478,274,1,1111.8,2025-04-01 10:16:55.694093
411,478,235,1,843.68,2025-04-01 10:16:55.694093
412,478,128,1,516.42,2025-04-01 10:16:55.694093
413,74,174,1,422.46,2025-12-04 05:35:51.694093
414,74,256,1,710.39,2025-12-04 05:35:51.694093
415,74,165,1,1076.46,2025-12-04 05:35:51.694093
416,798,220,1,875.19,2025-03-06 22:05:09.694093
417,798,170,1,886.73,2025-03-06 22:05:09.694093
418,798,68,2,2208.14,2025-03-06 22:05:09.694093
419,798,72,1,219.53,2025-03-06 22:05:09.694093
420,594,78,2,116.22,2025-07-16 01:29:58.694093
421,569,108,1,1321.36,2025-07-31 09:42:47.694093
422,569,235,1,843.68,2025-07-31 09:42:47.694093
423,569,72,2,439.06,2025-07-31 09:42:47.694093
424,316,110,1,619.14,2024-12-30 08:48:28.694093
425,316,9,1,1236.9,2024-12-30 08:48:28.694093
426,490,293,1,339.73,2025-04-14 08:14:21.694093
427,490,3,1,442.11,2025-04-14 08:14:21.694093
428,836,279,1,88.66,2025-06-17 13:25:12.694093
429,377,252,1,1439.23,2025-08-17 15:24:30.694093
430,622,102,1,418.26,2025-10-22 03:35:36.694093
431,622,59,2,2962.34,2025-10-22 03:35:36.694093
432,622,229,1,443.83,2025-10-22 03:35:36.694093
433,95,286,1,1195.21,2025-03-09 17:33:45.694093
434,95,223,3,3059.25,2025-03-09 17:33:45.694093
435,334,297,1,112.19,2025-07-13 11:04:22.694093
436,334,288,1,273.44,2025-07-13 11:04:22.694093
437,334,147,3,622.5,2025-07-13 11:04:22.694093
438,845,298,1,789.46,2025-03-30 12:56:03.694093
439,845,230,1,610.82,2025-03-30 12:56:03.694093
440,845,206,2,776.86,2025-03-30 12:56:03.694093
441,660,113,1,224.79,2025-08-23 22:21:19.694093
442,660,150,1,1392.14,2025-08-23 22:21:19.694093
443,538,280,1,1064.49,2025-07-11 12:02:57.694093
444,538,134,1,180.89,2025-07-11 12:02:57.694093
445,138,95,1,87.93,2025-05-26 00:52:37.694093
446,138,151,1,1165.05,2025-05-26 00:52:37.694093
447,77,221,3,1887.66,2025-10-17 06:02:50.694093
448,986,76,1,1494.32,2025-09-08 14:30:23.694093
449,986,95,2,175.86,2025-09-08 14:30:23.694093
450,710,275,1,89.42,2025-04-21 05:24:42.694093
451,710,15,1,432.75,2025-04-21 05:24:42.694093
452,710,95,3,263.79,2025-04-21 05:24:42.694093
453,710,218,1,158.66,2025-04-21 05:24:42.694093
454,763,29,1,400.44,2025-07-07 21:36:53.694093
455,763,293,2,679.46,2025-07-07 21:36:53.694093
456,146,243,1,977.67,2025-03-12 01:54:27.694093
457,175,81,1,1318.52,2025-10-25 12:30:44.694093
458,175,105,1,1115.65,2025-10-25 12:30:44.694093
459,270,276,1,122.41,2025-02-01 04:45:17.694093
460,270,277,2,185.86,2025-02-01 04:45:17.694093
461,268,276,1,122.41,2025-07-06 01:35:01.694093
462,268,72,1,219.53,2025-07-06 01:35:01.694093
463,205,220,1,875.19,2025-08-06 08:01:08.694093
464,17,124,1,1263.38,2025-08-05 13:48:35.694093
465,17,40,2,2726.32,2025-08-05 13:48:35.694093
466,956,269,1,766.65,2025-02-17 13:50:47.694093
467,947,36,1,306.89,2025-12-13 02:53:18.694093
468,947,74,1,1424.24,2025-12-13 02:53:18.694093
469,350,117,2,2595.98,2025-09-11 00:30:38.694093
470,834,155,1,1388.83,2025-09-04 08:48:40.694093
471,834,49,1,356.71,2025-09-04 08:48:40.694093
472,270,32,1,855.34,2025-01-07 16:44:53.694093
473,270,235,1,843.68,2025-01-07 16:44:53.694093
474,304,47,2,2238.3,2025-03-09 15:47:28.694093
475,390,237,2,1639.22,2025-12-15 12:23:40.694093
476,390,129,2,1550.38,2025-12-15 12:23:40.694093
477,983,195,2,945.4,2025-05-13 09:20:05.694093
478,232,31,2,1778.4,2025-02-14 15:19:00.694093
479,232,281,1,1249.58,2025-02-14 15:19:00.694093
480,232,196,1,556.39,2025-02-14 15:19:00.694093
481,462,36,3,920.67,2025-08-29 06:18:52.694093
482,462,153,1,1446.87,2025-08-29 06:18:52.694093
483,462,21,1,269.47,2025-08-29 06:18:52.694093
484,625,63,2,864.18,2025-04-16 18:25:21.694093
485,392,193,1,255.94,2025-11-19 03:50:47.694093
486,154,18,1,291.05,2025-07-14 02:36:52.694093
487,154,25,3,4109.79,2025-07-14 02:36:52.694093
488,731,172,2,1596.82,2025-04-21 06:27:16.694093
489,731,198,2,2371.6,2025-04-21 06:27:16.694093
