view_id,customer_id,product_id,view_datetime,session_id,device_type
46,141,232,2025-11-18 14:06:08.080821,5c5b6a6d-e342-4973-a7a5-232215bc21f0,desktop
47,305,3,2025-11-02 22:22:46.080821,08671c88-7e3d-415b-be9e-5efffb133948,desktop
48,222,71,2025-06-17 12:38:39.080821,219f45e8-80de-4d97-9156-b72ae1329be7,mobile
49,513,153,2025-03-29 16:50:03.080821,b02054c3-6bbb-46a2-afd8-72e9551f1ef9,mobile
50,681,146,2025-10-31 23:06:39.080821,d5a03ea2-65d9-40da-b727-60503e1704e5,desktop
51,275,206,2025-06-18 20:42:25.080821,23f6e083-3757-425d-a7ba-1c6156221827,mobile
52,1000,161,2025-05-04 23:09:50.080821,ff047e61-2e3c-4d82-95d1-37905114124c,desktop
53,778,136,2025-01-12 12:10:05.080821,b381c324-c1d5-4593-aa6b-5cf7456b2606,mobile
54,226,148,2025-11-13 09:46:05.080821,b38e4fc3-7562-4e9a-a4f5-12c0d0ac4d14,mobile
55,993,174,2025-04-03 03:14:51.080821,63618acc-7299-4e31-b3b6-e61b5151747f,desktop
56,155,58,2025-05-03 22:30:14.080821,d77314d2-64cd-45eb-84d1-37a60b1b2658,mobile
57,211,171,2025-07-31 13:50:41.080821,dc23bc92-9bf6-4cc9-b973-08372465700d,tablet
58,769,80,2025-07-22 17:00:16.080821,f968406f-909b-424c-a6f8-031e2a64e032,desktop
59,907,265,2025-05-14 09:24:46.080821,9690a09b-72f7-4490-be05-dc954db7e063,desktop
60,483,191,2025-01-19 05:26:41.080821,4497d358-3068-49db-805f-f93fa3f41bc4,desktop
61,986,265,2025-08-31 06:00:53.080821,a6f4bec2-3be6-4605-ae0f-3d9f20b8ce6c,mobile
62,768,288,2025-03-10 02:06:01.080821,e13eff16-1e9f-45ac-ae0d-45eadb27297f,desktop
63,222,45,2025-10-15 11:41:47.080821,cf635822-6fc3-4f43-a90d-b0c1e1252e54,mobile
64,706,230,2025-05-13 15:10:42.080821,64ff2c12-4023-42a5-82ab-e221733e3405,tablet
65,85,240,2025-05-30 15:14:46.080821,610a77c7-7d1d-4595-b871-c8e67319db4c,desktop
66,253,39,2025-06-03 06:51:04.080821,cec42e82-c582-42ab-806b-d459002b8fc5,desktop
67,929,295,2025-04-24 14:05:11.080821,59af00c6-d959-4d7e-9a04-60af5ef45ea3,desktop
68,432,229,2025-06-05 06:26:58.080821,45083f8e-02c6-481a-8c1b-fa65091cc5d3,mobile
69,154,249,2025-07-19 12:05:29.080821,fa15bf25-559a-4335-ad6c-c9d12a97739b,desktop
70,613,287,2025-09-09 22:55:18.080821,018bb79b-6a8d-4fb4-83de-7ec2d5d937d3,desktop
71,3,32,2025-11-07 07:36:42.080821,bd8d4848-8c7e-44f9-b9b8-b48176b2eb97,mobile
72,590,169,2025-08-23 02:08:18.080821,ba11ba38-c3ea-472e-976e-7c153cc4c388,mobile
73,914,212,2025-01-23 16:33:30.080821,d1c9158d-7b47-47a2-8a99-c14b6538784b,mobile
74,646,244,2025-08-27 17:51:25.080821,6d847f0a-432e-43d7-943f-646041ac7954,desktop
75,472,7,2025-12-11 00:04:44.080821,df1eb328-c952-4a21-ab7d-edf989006053,desktop
76,61,119,2025-05-30 10:11:03.080821,cc65c10f-85fc-4761-83bd-2507a52e2b27,desktop
77,235,66,2025-04-15 16:53:43.080821,04d2678b-3e5b-455c-b4d0-4c5b2dd2fcd3,tablet
78,97,57,2025-01-03 00:23:29.080821,c87803cc-033b-4309-9eee-49d8188bb2f1,desktop
79,876,113,2025-11-20 17:28:27.080821,832c4a02-7689-44be-a0d5-0a3670736c53,desktop
80,113,248,2025-10-23 10:44:18.080821,5aa2198b-b92e-4fc2-99d3-fb0e898aa8de,desktop
81,36,45,2025-08-25 19:04:45.080821,855a71dd-881d-4db4-977a-f0bfac677a4f,mobile
82,591,55,2024-12-20 21:09:17.080821,a3a32521-57d9-4fc0-831e-cdeecd9d8204,mobile
83,796,98,2025-12-04 03:01:49.080821,06f8dff4-8a2f-4431-acb2-0be5e8956048,desktop
84,667,36,2025-02-19 17:00:32.080821,bbaa5ccb-a909-4c6e-b595-a570f73bee64,mobile
85,430,36,2025-01-06 20:06:57.080821,d2f0714a-1902-46d4-a754-df389a105c3c,desktop
86,428,103,2025-11-19 19:00:19.080821,9cdc04a4-0140-483f-b9d7-7281421ea224,mobile
87,458,244,2025-04-27 22:44:01.080821,a15ae3e9-03b1-4297-bee8-d6aa94548783,mobile
88,701,64,2025-12-10 20:19:05.080821,7c87ee17-832b-4277-9d65-7914087d9f29,desktop
89,427,201,2025-01-19 12:18:05.080821,0240addd-ab7c-46ee-b170-4a20659e1c97,mobile
90,773,1,2025-01-10 22:08:44.080821,9723a3e5-a21b-495f-9f75-b40f92c6ae83,mobile
91,672,191,2025-10-22 08:22:02.080821,5946a525-2ff5-4763-9c69-a4ab1d0d54ff,mobile
92,269,87,2025-11-15 06:22:02.080821,f768864f-ba99-4cc7-a644-26ac625987e0,mobile
93,51,156,2025-11-06 23:12:37.080821,7f74cf3e-5b55-4d34-b867-8532b13adcf3,mobile
94,145,298,2025-02-04 11:00:42.080821,a9f430d6-ed5a-422a-9c73-46f976469c8d,mobile
95,365,168,2025-10-26 20:13:32.080821,2270a782-ae1d-4392-8f2e-4a0dc72217b8,mobile
96,888,205,2025-10-11 00:04:07.080821,87d7489c-b886-42e0-86d8-af06a5d50db7,desktop
97,718,245,2025-04-02 06:47:55.080821,dc671bfd-2bca-4445-82b4-0c4b89955e2a,desktop
98,535,258,2025-07-24 13:11:23.080821,94cb5f53-4b9c-4661-8a24-aad0aeb41096,desktop
99,896,237,2025-05-28 16:12:24.080821,c051531f-2790-467f-8111-4da57aea84a9,desktop
100,629,131,2024-12-11 15:58:30.080821,23d9d726-501a-4a2a-8205-70e91dcb06d7,desktop
101,598,277,2025-02-09 19:01:02.080821,f65aa384-243d-40e8-9f5f-73d697c9ec81,tablet
102,660,115,2025-09-10 17:27:42.080821,e38c5036-6bcc-4f3f-a2d5-978988cb5763,mobile
103,775,223,2025-06-22 18:47:27.080821,38337141-102f-42ba-b9ac-b2cf0654f9e8,mobile
104,361,221,2025-04-07 05:13:27.080821,465c9d91-1c6d-4c88-ba79-54642a704789,mobile
105,924,73,2025-04-18 17:24:38.080821,d7e269be-e6b2-4b98-8c80-188a4f80e24a,mobile
106,493,177,2025-02-15 03:26:39.080821,ba15f734-39a0-4065-89e5-001d8310ce1e,mobile
107,185,103,2024-12-19 19:11:34.080821,84e18de5-5caf-45f0-bfb1-a7613b9723dd,desktop
108,432,256,2025-04-20 08:08:27.080821,bf4dad26-24ad-4d70-921f-7be9612542ec,desktop
109,41,46,2025-01-12 04:48:22.080821,5a1f2bb3-e767-43c7-b0ea-7a7f40377d67,desktop
110,443,75,2025-03-05 15:11:54.080821,c22a12a9-fac1-444d-9bce-89d74e9d36b7,desktop
111,481,126,2025-02-05 04:27:42.080821,49ef6b53-d4e0-42c8-88c4-997a910e6f87,mobile
112,805,274,2025-06-10 09:16:06.080821,35a80639-ec71-4a48-90cf-dd6fc0a3518c,desktop
113,808,223,2025-08-10 03:55:23.080821,01ee3af7-b583-4a82-abdf-e76d66a63a7a,desktop
114,724,62,2025-08-22 16:22:19.080821,7bacbab9-2e6c-44a9-8dff-8fea46678d11,desktop
115,125,224,2024-12-18 19:59:18.080821,c8b0ef2b-1984-4632-a626-f795050c8f8f,desktop
116,844,21,2025-11-26 14:24:22.080821,2831a412-fd85-48b7-a4ae-60abe58c6421,desktop
117,894,279,2025-10-04 08:30:32.080821,cfd90285-7091-4aca-9252-3b6e832d6cb7,mobile
118,692,236,2024-12-30 16:15:40.080821,7d212525-d388-4159-b589-840c0d52fef0,mobile
119,699,86,2025-04-30 06:36:39.080821,381d1689-608d-4f77-b639-42f20d8da9a2,mobile
120,806,112,2025-10-30 15:08:33.080821,32c1dbce-8147-4117-8a89-cddc45d5d6c6,mobile
121,552,13,2025-03-17 06:12:02.080821,1b398389-5ada-48ef-8045-96791275c2f3,mobile
122,207,157,2025-03-02 21:40:01.080821,85e38e75-6b79-4212-9fc1-0095cfdc0e2e,mobile
123,214,269,2025-02-21 08:26:27.080821,bd31dc76-ebd0-4fde-b1ac-fb64c08b4b3a,mobile
124,917,256,2025-05-29 20:47:27.080821,e5895d35-e9ce-4b5d-9f7c-2696cf133794,mobile
125,729,74,2025-12-09 20:54:50.080821,91a8ee22-50b2-4af8-9c1d-10d4dc176658,mobile
126,931,4,2025-12-07 20:07:53.080821,e769fd9b-6ff6-49ba-bdec-b43bede53519,desktop
127,332,279,2025-06-24 12:54:12.080821,3acce99b-3758-47c5-abab-896ee76f3098,tablet
128,811,251,2025-08-26 18:30:19.080821,66670746-3ac1-48f9-afed-abd3f8bb95cb,mobile
129,273,20,2025-10-18 01:39:08.080821,d31f716b-87de-44ab-81cb-e7c710307594,desktop
130,710,228,2025-06-19 21:31:42.080821,874fda0d-c87b-453b-8ea0-5b140a17876a,desktop
131,903,188,2025-06-05 23:38:25.080821,f6e2ed22-0cdb-4b7f-9e8a-e815c4917af8,mobile
132,940,202,2025-09-16 15:31:25.080821,825b9d64-ddb4-41f7-9928-8a2d378e1093,desktop
133,753,291,2025-04-08 05:09:52.080821,0894d369-03b8-4670-8159-d42424932c6e,desktop
134,983,68,2025-04-15 05:27:29.080821,a628a6d6-377b-4bc5-96ba-5f4a9e9c28e8,mobile
135,590,152,2025-10-04 18:03:34.080821,f5e770b4-2e23-4634-b421-15f61e7dc560,mobile
136,852,7,2025-03-27 10:08:07.080821,726ddacf-fe8c-4d41-bb4c-3dc1169f9137,desktop
137,670,11,2024-12-27 04:35:02.080821,ac360a88-b638-4618-81f6-e81ad167eeec,desktop
138,91,11,2025-11-25 20:18:36.080821,7e438af9-2518-404f-b87b-e4a89fdfc0ee,desktop
139,350,60,2025-01-21 03:10:09.080821,d750c97f-a4dc-4926-bad6-9b1d3b1219c1,desktop
140,67,165,2025-08-27 02:02:22.080821,7b03fdcd-c3c4-4e3c-8ffb-8063a2d3a1d7,mobile
141,725,123,2025-06-09 23:43:33.080821,e6320037-1d8a-4f5c-95f7-9470e8b599d7,desktop
142,874,136,2025-09-17 23:32:34.080821,ca963543-27e5-4d91-829c-49f640345a49,mobile
143,465,212,2025-09-08 14:19:42.080821,d360bbc1-5711-401b-934d-d06d049abb2d,mobile
144,636,3,2025-09-08 08:04:39.080821,02008f5e-442f-4db6-958d-2c352642f895,desktop
145,989,15,2025-11-24 04:07:46.080821,e71d1648-4571-4b65-9608-118432259697,mobile
146,261,232,2025-06-04 01:05:12.080821,520ef8c1-9299-497b-bddd-8b7362fa7ea8,desktop
147,201,276,2025-03-14 02:05:09.080821,c2da198c-d97c-44b8-87f5-f30330fdb71a,mobile
148,718,154,2025-04-15 05:31:04.080821,cc816943-8d89-4137-9be2-fbf809206b43,mobile
149,751,162,2025-07-28 02:24:08.080821,a3f0906f-1485-4467-8a34-495543137c24,tablet
150,387,185,2025-03-22 07:58:05.080821,f90995d6-794e-4201-a190-3c84405405b8,desktop
151,337,239,2025-11-25 10:07:07.080821,34c81062-a1b8-4aad-8d18-6d2dd78fdaa6,mobile
152,762,223,2025-09-25 05:27:49.080821,1efd64fc-8da5-4821-b839-2c5c1183f483,tablet
153,988,210,2025-09-24 23:15:41.080821,13bf04a0-0325-4bd4-9711-038bd46a7879,tablet
154,939,205,2025-06-15 06:30:24.080821,0cdea689-a12f-461b-9ed0-02f23e30f7a4,mobile
155,177,257,2025-11-06 04:57:14.080821,e8dcf66b-1a57-4d7a-ba9f-680609b727d3,tablet
156,748,120,2025-11-25 02:33:19.080821,aab8da0d-31e5-4d60-8bcb-37f6078eb70b,desktop
157,470,88,2025-05-09 22:14:37.080821,b7c0fb74-2b15-4b97-8c82-f55fc9dece5a,desktop
158,638,160,2025-11-01 08:10:20.080821,c479ea61-bf71-4181-bd61-03e91a308d8f,mobile
159,65,64,2025-07-29 18:10:13.080821,ef003ccc-5250-4292-8b29-c5e70065427a,tablet
160,620,123,2025-06-03 22:48:08.080821,c2549792-8227-4a32-8106-65dea4a80f61,mobile
161,297,82,2025-03-01 19:09:19.080821,8171bc09-be94-471e-9ece-fc288755423b,desktop
162,541,148,2025-11-23 21:15:35.080821,761a7779-a886-4419-a124-0792e950fd90,mobile
163,551,287,2025-11-04 00:33:26.080821,df7fa47e-84c4-4cb3-8d20-10856f5aa84e,desktop
164,943,300,2024-12-12 15:08:37.080821,00694a2c-422b-45e1-93f3-273718660189,tablet
165,172,103,2025-03-01 23:49:12.080821,899479fb-e672-46b7-9318-f5ea5869cd69,mobile
166,638,38,2025-01-31 02:58:47.080821,b12d52b2-e661-4176-85dc-91c5e097c703,mobile
167,523,176,2025-11-04 02:00:25.080821,a79c8455-2e23-4dd1-9595-1acc57a8aebc,tablet
168,944,68,2025-07-27 20:30:47.080821,05b3e3b5-b42f-494b-a18e-7cd89f8f38b8,mobile
169,164,293,2025-09-03 23:59:01.080821,f715f6ff-f407-41fe-8e5c-9507e612aef7,tablet
170,207,90,2025-05-28 09:28:23.080821,19318308-381f-4194-aea5-f33ad4430707,mobile
171,277,27,2025-10-04 03:37:50.080821,c2139cad-4774-4e5e-8aaf-a14745eb40e0,desktop
172,398,285,2024-12-27 12:20:19.080821,b7aec8c4-ff0b-46ee-9e4e-18dbe8bdc67d,tablet
173,182,137,2024-12-29 01:12:30.080821,bab4d016-e982-4bbd-b87c-a1df4fecc731,desktop
174,929,189,2025-06-03 12:08:46.080821,e44b8628-81c0-4cb1-8079-3538f7ba4218,mobile
175,843,34,2025-01-03 16:42:18.080821,7785889a-6fab-4984-a155-f705275fde32,mobile
176,69,223,2025-07-04 04:50:29.080821,204d6257-63b6-41cf-918b-7c87ab73cdb4,desktop
177,663,41,2025-01-05 00:22:25.080821,bd1b6323-398a-4253-91c3-a88946b4a342,desktop
178,848,155,2025-05-07 15:06:20.080821,721b3150-8161-4ee5-be22-6f62a34ce32c,mobile
179,649,54,2025-10-04 08:17:12.080821,1de3a929-50a8-4a5d-bc8a-953467d29501,mobile
180,25,21,2025-10-30 22:03:01.080821,f7eb7f68-69dc-44b9-bb35-ad9169b23a93,desktop
181,208,193,2025-04-23 02:55:54.080821,143c1ef9-095f-4fc0-8267-8795bd4e9cfe,mobile
182,896,230,2025-04-19 01:00:12.080821,6e0a8c77-e016-4c01-a57b-4c9b8c9436e3,mobile
183,963,38,2025-08-21 14:26:59.080821,b7580313-55ff-4a4a-b89f-fc09d900d7db,mobile
184,678,238,2025-10-21 13:38:03.080821,b0d50f61-b726-458e-8bde-2f6b36a29028,mobile
185,640,208,2025-01-01 12:57:12.080821,46ddb308-916c-42f8-b490-f508f0ba32a8,tablet
186,209,265,2025-05-13 06:25:57.080821,a034306a-afde-4e02-8512-a16333ccb2eb,mobile
187,774,185,2025-04-20 17:19:04.080821,8151eeb1-dc01-48e8-90d8-f67a587cd2f6,desktop
188,760,247,2024-12-18 00:55:05.080821,72b8bc38-f799-4455-93b7-5d84f7ae7eea,mobile
189,730,236,2025-04-11 06:39:46.080821,881f39d3-8051-4c0a-aa4d-9ec584532f32,desktop
190,289,27,2025-02-01 04:25:52.080821,62cc570e-c13e-4bd6-97a7-94b6c99c4a27,mobile
191,721,294,2025-08-15 10:27:55.080821,8dcc6ef5-0f55-48d3-be04-ddc1c1a340d7,mobile
192,129,89,2025-09-15 07:17:30.080821,e09fdf0f-c748-4156-a5ad-0ce78fcf432d,desktop
193,401,287,2025-10-26 07:32:31.080821,29e885a7-3e34-4f69-9a36-bb49c8a804d8,desktop
194,952,286,2025-02-10 09:59:13.080821,906b9a62-5f38-47e7-a599-76d37f25620e,desktop
195,536,111,2025-03-13 09:38:09.080821,d33bd16d-41a2-4f9a-84b3-35fe3e87050f,mobile
196,472,53,2025-03-21 22:00:06.080821,6e106aff-efc6-4570-9547-10355fcfe186,mobile
197,645,250,2025-08-18 14:04:24.080821,efa09997-efef-4fbb-8824-cda5b2731818,mobile
198,654,109,2025-10-20 07:09:17.080821,31c27ca9-a0e0-4e3b-bb7b-f873d5836568,mobile
199,283,64,2025-01-16 21:54:02.080821,20bf582f-ac31-44dd-b3dc-b197fa1a8234,desktop
200,586,230,2025-10-24 06:28:18.080821,d1d5d8b0-5307-46a1-b456-3cf7425d50ff,desktop
201,268,51,2025-04-19 12:05:23.080821,649e94b6-1b4e-48b5-aa2a-828669a6cb1e,desktop
202,728,253,2025-07-20 10:31:57.080821,d055658c-1761-4d63-b2b7-23cca22f5c61,tablet
203,825,45,2025-11-02 21:48:37.080821,fba49cd9-569b-42ec-b9b0-c1dbb20eec2b,mobile
204,377,50,2025-07-11 22:49:46.080821,50509540-cf71-48a8-8d16-923b57a3cb69,desktop
205,465,86,2025-05-01 01:07:39.080821,8c0d471a-2c74-4892-8c40-932abede56b1,desktop
206,857,76,2025-01-13 08:35:23.080821,e739b63d-f152-41a2-b0cd-35eaaa8e6ebe,mobile
207,286,61,2025-08-19 04:23:39.080821,c58a282a-6905-486a-aff0-fd238ba46d0e,mobile
208,336,194,2025-04-02 20:08:42.080821,3a24e58d-52fd-4476-8a20-474443c9feeb,desktop
209,872,177,2025-03-14 23:39:17.080821,057b1d62-e23e-4d2e-9c0e-5f384885aa05,mobile
210,360,223,2025-06-03 22:49:46.080821,59d07689-73e8-4525-996c-fc27ae44ed60,desktop
211,652,31,2025-06-16 12:26:55.080821,ab506dec-d7d4-4908-8a26-90526dc47ecc,desktop
212,240,175,2025-12-04 08:26:05.080821,b9ab6108-843b-491c-91b0-80a6128be5ca,mobile
213,274,257,2025-09-15 16:33:18.080821,47be9057-3277-4d73-ba89-2fa1c4a28fd9,mobile
214,791,18,2025-02-03 14:32:44.080821,421a2382-78ec-4fac-bca8-fdcd4a5b14f0,desktop
215,589,48,2024-12-17 07:14:39.080821,ab8b1d5d-d0db-455f-a506-3703b156a46e,mobile
216,394,25,2024-12-13 10:15:58.080821,2a8c5f49-6f79-45e5-8acb-a35decb44894,desktop
217,677,35,2025-06-26 10:26:29.080821,9839a7bb-2f5b-4aae-b6cc-533f5484eeb0,desktop
218,534,138,2025-11-02 02:38:15.080821,6348a411-33d5-4205-9d8c-3b54d8ca62dd,tablet
219,946,18,2025-04-03 14:01:29.080821,01379730-9bd2-403f-bb24-232121f8ea64,mobile
220,161,60,2025-01-26 19:33:40.080821,fc3d6e93-1791-4593-a364-7d4dcfa5e1a1,mobile
221,381,123,2025-03-03 04:14:02.080821,5c288f17-21c8-418f-a2fb-e43c7487d917,desktop
222,578,287,2025-01-03 09:41:24.080821,acbab507-623f-4401-a74b-9fdcdbcd3d3e,desktop
223,295,15,2025-08-20 18:16:30.080821,ccb45bf8-4f53-4f3b-b8e7-c343fc8f8d06,desktop
224,186,193,2025-01-15 21:28:41.080821,cb8c09ee-d723-4e1c-a28a-ea6eac7aa0c6,desktop
225,284,219,2025-06-22 17:16:37.080821,f240f6b8-7536-420d-a681-e740c3702da2,desktop
226,366,229,2025-03-28 08:53:56.080821,8e61931b-825c-4c11-8a9b-0c5bf5a36ceb,desktop
227,953,184,2025-09-18 21:16:54.080821,ce9f0821-0528-4a12-97f9-c01e9ead7ec6,mobile
228,729,62,2024-12-23 18:19:54.080821,dab74e74-b699-4398-960c-bceaca6c2959,desktop
229,683,85,2025-02-25 03:46:41.080821,d075b988-c2b8-4df7-82c9-dcae721bbb78,mobile
230,744,9,2025-11-15 16:05:17.080821,5fe9b88c-e0a1-492f-b288-01f170358ff3,desktop
231,335,235,2025-01-29 22:00:40.080821,3d41c083-d705-414c-8869-8ae84e2159f4,mobile
232,120,13,2025-08-19 12:38:05.080821,ffd43fc7-665d-452e-91b7-edc58c2cfbe6,mobile
233,470,40,2025-03-29 12:17:08.080821,5c356b4b-014e-41c1-9ec6-a63f8eaa1a38,mobile
234,56,83,2025-05-13 21:26:04.080821,98bc6437-fb5b-4eda-80d6-242720e16e79,mobile
235,320,101,2025-04-19 17:44:58.080821,3580e9cb-0a28-4f31-b485-375bd910cf6f,desktop
236,775,131,2025-08-10 11:44:19.080821,e8c332ad-d368-45da-aeaf-e558f49d3d0c,mobile
237,10,117,2024-12-30 21:23:26.080821,426fd60e-da21-49d6-bb13-b65a96208424,mobile
238,808,264,2025-01-04 21:51:07.080821,65dd98c7-03d8-48ed-b1dc-e97bbe42a648,desktop
239,927,162,2025-01-11 23:11:05.080821,3bcabb75-610c-4013-977a-934e008a6dc3,desktop
240,214,58,2025-08-01 06:58:13.080821,b584a1bd-0e9a-497a-8a5a-6fb5646a3a7e,mobile
241,50,46,2025-04-12 01:25:11.080821,ce7d6c88-61c0-445f-8f9d-5ba39cfa95dd,desktop
242,267,126,2025-08-01 02:45:50.080821,b6b3e77f-9f48-452d-b520-d355cc43bd0f,desktop
243,742,134,2025-09-10 06:02:52.080821,6c2d5cf9-c64e-41eb-9de5-ea385358a479,mobile
244,598,225,2025-03-05 10:09:46.080821,404af8a2-c4e7-4ac7-9821-bdfe01f6811e,desktop
245,430,132,2025-04-20 11:58:40.080821,d9d671ca-393c-4c76-808e-de81d2859ebf,desktop
246,952,158,2025-09-15 11:49:07.080821,dda85ebd-7ea0-4b63-bce0-c78a08ab0b15,mobile
247,701,267,2024-12-31 09:42:36.080821,09e0e0fc-c35d-4e99-a704-b4de2b08fb4c,desktop
248,941,254,2025-08-03 13:23:11.080821,9acf3373-d97f-4353-a0be-af1044a664fe,desktop
249,43,148,2025-10-18 08:27:09.080821,fbb1d8d9-fce2-4de8-9af0-63889af3632c,tablet
250,246,125,2025-08-25 16:53:30.080821,9c3055f3-3c78-4556-a40e-8859be21a6b7,mobile
251,474,179,2025-08-10 06:07:27.080821,e91d9208-7f34-43ba-8821-036bcce509ef,desktop
252,208,76,2025-09-09 09:13:10.080821,084e7b81-49cd-4e6d-a5e4-dde21456b7d6,desktop
253,603,119,2025-02-03 07:23:08.080821,0a774744-780f-4543-a3d4-d4ef4e66090e,mobile
254,286,110,2025-01-29 00:07:58.080821,0597eded-dcd8-4570-bbf7-6c37c2089f42,desktop
255,982,249,2025-01-11 20:04:56.080821,2ac1aad9-7caa-4eb6-adc9-b335c856d741,desktop
256,566,225,2025-06-29 17:24:33.080821,18480b4a-f4c2-4391-ae38-df0022ce25e7,mobile
257,314,104,2025-08-07 06:44:43.080821,4f4f0c4c-7d16-4809-9bd5-acef5c7194be,mobile
258,656,10,2025-11-23 23:07:49.080821,18bde6f2-aff8-420c-8699-f42680673a8b,mobile
259,521,19,2025-05-30 03:09:50.080821,feae6980-7acf-41cc-82fa-ef1df872562f,mobile
260,213,42,2025-10-29 21:00:41.080821,63bc0372-4ee1-460b-acd3-9d770e75889e,desktop
261,53,224,2025-07-31 20:48:13.080821,b91014af-7072-42eb-be85-50cf1d24eb62,mobile
262,263,250,2025-07-30 05:06:05.080821,a05463dd-cd8e-42ab-b6bf-80664f2cc68a,mobile
263,577,49,2024-12-21 15:43:44.080821,c59a0fda-e746-450c-99d1-262fe7891874,mobile
